producto_id,nombre_producto,categoria,mes_pronosticado,horizonte,prediccion_xgboost,prediccion_regresion_lineal,prediccion_baseline,prediccion_final,metodo_usado
C044721,CEFAZOLINA 1G SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,215.2,51.34,208.67,208.67,Media móvil
C044723,CEFALOTINA 1G SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,814.05,762.57,564.0,814.05,XGBoost
C046101,CALCIO CARBONATO/VITAMINA D TABLETA 600MG/200UI,MEDICAMENTOS,2022-07,1,4.85,30.95,80.33,80.33,Media móvil
C047011,CLONIDINA 150MCG TABLETA ,MEDICAMENTOS,2022-07,1,823.13,839.15,862.0,862.0,Media móvil
D0000002,DEFLAZACORT 6 MG TABLETA,MEDICAMENTOS,2022-07,1,0.21,0.0,0.0,0.0,Media móvil
D0000005,"DESMOPRESINA SOLUCIÓN NASAL 10MCG/0,1ML (500MCG/5ML)",MEDICAMENTOS,2022-07,1,0.0,0.0,0.33,0.33,Media móvil
D0000011,DILTIAZEM 60MG TABLETA ,MEDICAMENTOS,2022-07,1,24.21,38.5,55.0,55.0,Media móvil
D0000020,"DIPIRONA 2,5G/5ML SOL. INYECTABLE ",MEDICAMENTOS,2022-07,1,4.43,18.39,62.0,62.0,Media móvil
D0000030,DIPIRONA 1G/2ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,6502.81,7150.88,6190.0,6502.81,XGBoost
D0000031,DAPTOMICINA POLVO LIOFILIZADO 500MG,MEDICAMENTOS,2022-07,1,1.25,15.57,8.0,15.57,Regresión Lineal
D0000038,"LEVOSIMENDAN SOLUCIÓN INYECTABLE 12,5MG/1ML",MEDICAMENTOS,2022-07,1,1.02,1.32,2.0,2.0,Media móvil
D002101,DANAZOL 200MG TABLETA},MEDICAMENTOS,2022-07,1,0.0,1.73,11.67,11.67,Media móvil
D005711,DEXAMETASONA 8MG/2ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,345.32,295.19,418.33,345.32,XGBoost
D006701,DEXAMETASONA 4MG/1ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,146.63,293.33,224.0,146.63,XGBoost
D009701,DEXTROSA AL 5% AGUA DESTILADA 500 ML,MEDICAMENTOS,2022-07,1,197.85,150.94,216.67,197.85,XGBoost
D009702,DEXTROSA AL 10% AGUA DESTILADA 500 ML,MEDICAMENTOS,2022-07,1,199.64,212.18,260.0,260.0,Media móvil
D009705,DEXTROSA AL 10% AGUA DESTILADA 250 ML,MEDICAMENTOS,2022-07,1,77.82,76.27,87.67,77.82,XGBoost
D009706,DEXTROSA AL 5% AGUA DESTILADA 250 ML,MEDICAMENTOS,2022-07,1,531.7,574.08,693.33,693.33,Media móvil
D010701,DEXTROSA 5% EN SOL. SALINA 0.9% 500 ML,MEDICAMENTOS,2022-07,1,35.39,44.42,52.33,35.39,XGBoost
D015021,DICLOFENACO 50MG TABLETA ,MEDICAMENTOS,2022-07,1,4.37,9.24,7.0,4.37,XGBoost
D015701,DICLOFENACO 75MG/3ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,131.12,171.87,123.67,123.67,Media móvil
D018101,DIFENHIDRAMINA 50MG CAPSULA ,MEDICAMENTOS,2022-07,1,0.83,0.0,0.0,0.0,Media móvil
D018221,"DIFENHIDRAMINA JARABE 12,5MG/5ML (300MG/120ML)",MEDICAMENTOS,2022-07,1,4.28,0.0,3.67,4.28,XGBoost
D020201,"DIHIDROCODEINA JARABE 12,1MG/ML (294,4MG/120ML)",MEDICAMENTOS,2022-07,1,5.03,5.06,4.0,5.03,XGBoost
D020221,"DIFENHIDRAMINA JARABE 2,42MG/1ML (290,4MG/120ML)",MEDICAMENTOS,2022-07,1,6.07,5.42,5.67,5.67,Media móvil
D023011,DIMENHIDRINATO 50MG TABLETA,MEDICAMENTOS,2022-07,1,6.92,33.73,22.67,33.73,Regresión Lineal
D029701,DOPAMINA 200MG/5ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,1.97,13.95,35.33,35.33,Media móvil
D031141,DOXICICLINA 100MG TABLETA ,MEDICAMENTOS,2022-07,1,14.21,13.15,21.0,13.15,Regresión Lineal
D035701,DESMOPRESINA 15MCG/1ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,1.32,0.0,1.33,1.32,XGBoost
E0000003,SODIO FOSFATO MONOBASICO SOLUCIÓN ORAL 133ML,MEDICAMENTOS,2022-07,1,0.37,5.07,3.0,3.0,Media móvil
E0000017,ERTAPENEM POLVO LIOFILIZADO 1G ,MEDICAMENTOS,2022-07,1,15.1,34.1,14.67,34.1,Regresión Lineal
E0000021,SODIO FOSFATO MONOBASICO/DIBASICO ENEMA RECTAL 16G/6G/133ML,MEDICAMENTOS,2022-07,1,4.59,14.93,7.0,14.93,Regresión Lineal
E0000034,ENTEROGERMINA SUSPENSIÓN ORAL 2000000000UI/5ML,MEDICAMENTOS,2022-07,1,0.76,0.0,0.33,0.33,Media móvil
E002011,ENALAPRIL 5MG TABLETA ,MEDICAMENTOS,2022-07,1,175.19,129.76,174.0,175.19,XGBoost
E002012,ENALAPRIL 20MG TABLETA ,MEDICAMENTOS,2022-07,1,177.24,129.52,171.0,177.24,XGBoost
E007141,ERITROMICINA 500MG TABLETA ,MEDICAMENTOS,2022-07,1,5.51,4.52,20.67,20.67,Media móvil
E007231,ERITROMICINA 250MG/5ML SUSPENSION ORAL,MEDICAMENTOS,2022-07,1,0.36,5.19,2.0,5.19,Regresión Lineal
E008011,ESPIRONOLACTONA 25MG TABLETA ,MEDICAMENTOS,2022-07,1,455.32,640.16,482.67,455.32,XGBoost
E008012,ESPIRONOLACTONA 100MG TABLETA ,MEDICAMENTOS,2022-07,1,71.86,85.34,63.0,71.86,XGBoost
E010721,ESTREPTOQUINASA 750.000UI POLVO LIOFILIZADO,MEDICAMENTOS,2022-07,1,0.16,0.0,1.0,1.0,Media móvil
E020722,ERITROPOYETINA 2.000UI/ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,114.4,73.75,92.67,114.4,XGBoost
E038162,EFAVIRENZ 600MG TABLETA,MEDICAMENTOS,2022-07,1,3.88,1.89,6.67,6.67,Media móvil
F0000005,"FLUMAZENIL 0,5MG/5ML  SOL. INYECTABLE",MEDICAMENTOS,2022-07,1,0.22,0.0,0.67,0.67,Media móvil
F002141,FENITOINA 100MG TABLETA ,MEDICAMENTOS,2022-07,1,143.75,96.69,162.33,143.75,XGBoost
F002231,FENITOINA 125MG/5ML SUSPENSION ORAL,MEDICAMENTOS,2022-07,1,1.52,6.3,2.33,1.52,XGBoost
F008701,FITOMENADIONA 10MG/1ML SOL. INYECTABLE (VITAMINA K),MEDICAMENTOS,2022-07,1,75.43,62.73,71.33,71.33,Media móvil
F009101,FLUCONAZOL 200MG CAPSULA ,MEDICAMENTOS,2022-07,1,80.76,136.65,127.67,136.65,Regresión Lineal
F009701,FLUCONAZOL 200MG/100ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,245.77,179.86,285.67,179.86,Regresión Lineal
F013141,FLUOXETINA 20M GCAPSULA ,MEDICAMENTOS,2022-07,1,8.97,71.12,36.0,36.0,Media móvil
F013201,FLUOXETINA 20MG/5ML JARABE,MEDICAMENTOS,2022-07,1,0.31,0.0,0.0,0.0,Media móvil
F014011,FOLICO ÁCIDO 1MG TABLETA,MEDICAMENTOS,2022-07,1,393.52,347.91,414.67,393.52,XGBoost
F015011,FOLINICO ÁCIDO 15MG TABLETA ,MEDICAMENTOS,2022-07,1,0.74,6.42,2.33,6.42,Regresión Lineal
F015701,CALCIO FOLINATO 50MG/5ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,0.58,2.22,14.33,14.33,Media móvil
F017011,FUROSEMIDA 40MG TABLETA ,MEDICAMENTOS,2022-07,1,353.49,265.04,303.0,265.04,Regresión Lineal
F017701,FUROSEMIDA 20MG/2ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,1040.2,1002.64,1118.67,1040.2,XGBoost
G0000001,GABAPENTIN CÁPSULA 300MG,MEDICAMENTOS,2022-07,1,10.62,0.0,0.0,0.0,Media móvil
G002011,GEMFIBROZIL 600MG TABLETA ,MEDICAMENTOS,2022-07,1,0.23,0.0,1.33,1.33,Media móvil
G003601,GENTAMICINA SOL. OFTÁLMICA 0.3% GOTAS,MEDICAMENTOS,2022-07,1,3.32,2.41,3.33,3.32,XGBoost
G003703,GENTAMICINA 80MG/2ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,92.12,108.79,112.0,108.79,Regresión Lineal
G003704,GENTAMICINA 160MG/2ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,20.63,19.09,32.67,20.63,XGBoost
G006702,GONADOTROPINA CRIONICA 5000 UI/ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,0.11,0.0,0.33,0.33,Media móvil
H0000002,HIDROXICINA TABLETA 25MG,MEDICAMENTOS,2022-07,1,152.29,531.44,238.0,152.29,XGBoost
H0000004,L-ASPARTATO/L-ORNITINA SOLUCIÓN INYECTABLE 5G/10ML,MEDICAMENTOS,2022-07,1,16.97,17.84,10.33,16.97,XGBoost
H0000005,L-ASPARTATO/L-ORNITINA GRANULOS PARA SUSPENCIÓN ORAL 3G,MEDICAMENTOS,2022-07,1,2.87,3.72,7.0,7.0,Media móvil
H001201,HALOPERIDOL 2MG/20 GOTAS SOL. ORAL,MEDICAMENTOS,2022-07,1,16.81,22.57,16.33,22.57,Regresión Lineal
H001701,HALOPERIDOL 5MG/1ML SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,159.69,206.31,173.33,206.31,Regresión Lineal
H004701,HEPARINA SODICA 5.000 UI/ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,94.81,112.13,128.0,128.0,Media móvil
H006011,HIDROCLOROTIAZIDA TABLETA 25MG,MEDICAMENTOS,2022-07,1,135.83,83.58,111.0,135.83,XGBoost
H007321,HIDROCORTISONA ACETATO CREMA TÓPICA 1%,MEDICAMENTOS,2022-07,1,1.9,4.04,1.67,1.9,XGBoost
H008721,HIDROCORTISONA POLVO LIOFILIZADO 100MG,MEDICAMENTOS,2022-07,1,314.59,266.77,300.33,314.59,XGBoost
H011161,FERROSO SULFATO 300MG TABLETA ,MEDICAMENTOS,2022-07,1,59.2,43.55,94.33,94.33,Media móvil
H011201,FERROSO SULFATO SOLUCIÓN ORAL 25MG/1ML GOTAS,MEDICAMENTOS,2022-07,1,1.41,0.0,0.67,0.67,Media móvil
H013021,N-BUTILBROMURO HIOSCINA TABLETA 10MG,MEDICAMENTOS,2022-07,1,14.01,27.01,19.33,14.01,XGBoost
H013701,N-BUTILBROMURO HIOSCINA SOL. INYECTABLE 20MG/1ML,MEDICAMENTOS,2022-07,1,312.14,437.67,341.67,312.14,XGBoost
H014701,HIDROXICINA CLORHIDRATO SOL. 100MG/1ML,MEDICAMENTOS,2022-07,1,20.64,30.4,25.33,20.64,XGBoost
H019701,"N-BUTILBROMURO HIOSCINA/DIPIRONA SOL. INYECTABLE 2,5G/5ML",MEDICAMENTOS,2022-07,1,400.07,592.34,453.0,592.34,Regresión Lineal
I00000006,INSULINA LISPRO SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-07,1,2.53,3.64,2.33,2.53,XGBoost
I00000007,"IVERMECTINA SOL. ORAL 0,6% GOTAS x 5ML",MEDICAMENTOS,2022-07,1,1.74,2.51,6.0,6.0,Media móvil
I0000012,CLOSTRIDIOPEPTIDASA UNGÜENTO TÓPICO 120UI/40G,MEDICAMENTOS,2022-07,1,0.23,0.0,0.0,0.0,Media móvil
I002011,IBUPROFENO TABLETA 400MG,MEDICAMENTOS,2022-07,1,1.84,8.39,14.67,14.67,Media móvil
I004721,IMIPENEM/CILASTATINA 500MG/500MG POLVO LIOFILIZADO ,MEDICAMENTOS,2022-07,1,0.0,269.34,77.0,77.0,Media móvil
I005022,IMIPRAMINA TABLETA 25MG,MEDICAMENTOS,2022-07,1,9.39,0.0,0.0,0.0,Media móvil
I007701,INMUNOGLOBULINA ANTI-D SOLUCIÓN INYECTABLE 300MCG/2ML,MEDICAMENTOS,2022-07,1,2.13,1.49,4.0,2.13,XGBoost
I008701,INSULINA ZINC CRISTALINA SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-07,1,16.96,12.89,14.33,16.96,XGBoost
I009711,INSULINA ZINC NPH SOL. INYECTABLE 100UI/ML x 10ML (1000UI),MEDICAMENTOS,2022-07,1,0.65,0.25,1.0,1.0,Media móvil
I017471,IPRATROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 20MCG//1PUFF/200PUFF,MEDICAMENTOS,2022-07,1,42.51,36.25,30.0,42.51,XGBoost
I020011,ISOSORBIDE DINITRATO 10MG TABLETA,MEDICAMENTOS,2022-07,1,9.27,0.0,2.33,9.27,XGBoost
I020061,ISOSORBIDE DINITRATO TABLETA 5MG,MEDICAMENTOS,2022-07,1,2.97,2.53,3.0,2.97,XGBoost
I021701,IBANDRONICO ÁCIDO SOLUCIÓN INYECTABLE 6MG,MEDICAMENTOS,2022-07,1,0.05,0.0,0.33,0.33,Media móvil
J000006,METFORMINA/SITAGLIPTINA TABLETA 1000MG/50MG,MEDICAMENTOS,2022-07,1,2.62,0.0,0.0,0.0,Media móvil
K0000008,POLIETILENGLICOL/SODIO SULFATO/SODIO BICARBONATO/SODIO CLORURO/POTASIO CLORURO P,MEDICAMENTOS,2022-07,1,54.57,75.27,74.67,75.27,Regresión Lineal
K002101,KETOCONAZOL TABLETA 200MG,MEDICAMENTOS,2022-07,1,0.31,3.59,9.33,9.33,Media móvil
L0000005,LAMOTRIGINA TABLETA 100MG,MEDICAMENTOS,2022-07,1,0.72,18.24,6.0,6.0,Media móvil
L0000006,LEVOFLOXACINA TABLETA 500MG,MEDICAMENTOS,2022-07,1,1.42,0.0,1.0,1.0,Media móvil
L0000009,LABETALOL SOLUCIÓN INYECTABLE 100MG/20ML,MEDICAMENTOS,2022-07,1,7.76,40.26,22.67,40.26,Regresión Lineal
L000001,BACLOFENO TABLETA 10MG,MEDICAMENTOS,2022-07,1,0.77,0.0,0.0,0.77,XGBoost
L0000017,INSULINA GLARGINA 100UI/ML x 10 ML (1000UI) SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,38.76,26.68,30.33,30.33,Media móvil
L00006,NEVIRAPINA SUSPENSIÓN ORAL 10MG/1ML (2400MG/240ML),MEDICAMENTOS,2022-07,1,0.07,0.0,0.0,0.0,Regresión Lineal
L001141,LAMIVUDINA 150 MG TABLETA,MEDICAMENTOS,2022-07,1,0.74,0.0,0.0,0.0,Media móvil
L003011,LEVODOPA/CARBIDOPA TABLETA 250MG/25MG,MEDICAMENTOS,2022-07,1,16.25,59.71,21.33,16.25,XGBoost
L004011,LEVOMEPROMAZINA TABLETA 25MG,MEDICAMENTOS,2022-07,1,3.97,27.86,8.33,8.33,Media móvil
L004201,LEVOMEPROMAZINA 4MG/ML SOLUCION ORAL,MEDICAMENTOS,2022-07,1,2.06,1.14,2.67,2.06,XGBoost
L006011,LEVOTIROXINA TABLETA 50MCG,MEDICAMENTOS,2022-07,1,265.57,357.5,240.0,265.57,XGBoost
L006012,LEVOTIROXINA TABLETA 100MCG,MEDICAMENTOS,2022-07,1,87.6,74.26,55.0,87.6,XGBoost
L015141,LOPERAMIDA TABLETA 2MG,MEDICAMENTOS,2022-07,1,450.56,346.3,439.33,450.56,XGBoost
L016011,LORATADINA TABLETA 10MG,MEDICAMENTOS,2022-07,1,147.46,217.02,170.67,217.02,Regresión Lineal
L018011,LOVASTATINA TABLETA 20MG,MEDICAMENTOS,2022-07,1,1.21,0.0,0.0,0.0,Media móvil
L021161,LOSARTAN TABLETA 50MG,MEDICAMENTOS,2022-07,1,1819.85,1726.26,1859.67,1726.26,Regresión Lineal
M0000005,METOPROLOL SOL. INYECTABLE 5MG/5ML,MEDICAMENTOS,2022-07,1,3.99,0.0,2.67,2.67,Media móvil
M0000009,MOXIFLOXACINA TABLETA 400MG,MEDICAMENTOS,2022-07,1,0.97,0.0,5.33,5.33,Media móvil
M0000015,MEMANTINA TBL. 10 MG,MEDICAMENTOS,2022-07,1,0.32,0.0,0.0,0.32,XGBoost
M001701,MAGNESIO SULFATO SOLUCIÓN INYECTABLE 20%/10ML,MEDICAMENTOS,2022-07,1,364.16,305.9,360.33,364.16,XGBoost
M002702,MANITOL AL 20 % SOL. INYECTABLE x 500 ML,MEDICAMENTOS,2022-07,1,5.81,3.71,9.33,9.33,Media móvil
M009011,MERCAPTOPURINA TBL. 50 MG,MEDICAMENTOS,2022-07,1,0.7,18.46,14.0,14.0,Media móvil
M011011,METFORMINA TABLETA 850MG,MEDICAMENTOS,2022-07,1,22.62,45.82,17.67,22.62,XGBoost
M013721,METILPREDNISOLONA SUCCINATO 500MG POLVO LIOFILIZADO ,MEDICAMENTOS,2022-07,1,36.05,52.29,52.0,36.05,XGBoost
M015011,METOCARBAMOL TABLETA 750MG,MEDICAMENTOS,2022-07,1,3.22,0.0,3.0,3.22,XGBoost
M016011,METOCLOPRAMIDA TABLETA 10MG,MEDICAMENTOS,2022-07,1,46.24,28.78,50.67,46.24,XGBoost
M016701,METOCLOPRAMIDA SOLUCIÓN INYECTABLE 10MG/2ML,MEDICAMENTOS,2022-07,1,889.87,1390.13,859.33,889.87,XGBoost
M017161,METOPROLOL TABLETA 50MG,MEDICAMENTOS,2022-07,1,621.44,507.37,530.67,530.67,Media móvil
M017162,METOPROLOL TARTRATO TABLETA 100MG,MEDICAMENTOS,2022-07,1,4.23,13.22,6.67,4.23,XGBoost
M020012,METRONIDAZOL 500MG TABLETA ,MEDICAMENTOS,2022-07,1,44.85,224.42,118.0,224.42,Regresión Lineal
M020501,METRONIDAZOL OVULO VAGINAL 500MG,MEDICAMENTOS,2022-07,1,4.3,21.37,11.33,21.37,Regresión Lineal
M021701,METRONIDAZOL 500MG/100ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,178.04,266.93,224.0,224.0,Media móvil
M022232,METRONIDAZOL SUSPENSIÓN ORAL 250MG/5ML X 120ML),MEDICAMENTOS,2022-07,1,1.69,0.0,1.67,1.69,XGBoost
M026161,MINOXIDIL TABLETA 10MG,MEDICAMENTOS,2022-07,1,119.65,111.32,151.0,151.0,Media móvil
M026541,MESALAZINA ENEMA RECTAL 4G/60ML,MEDICAMENTOS,2022-07,1,0.17,0.0,0.0,0.17,XGBoost
M026721,MEROPENEM POLVO LIOFILIZADO 500MG,MEDICAMENTOS,2022-07,1,48.32,32.71,32.67,48.32,XGBoost
MAT527,INTRODUCTOR 8.5FR/S109880,DISPOSITIVOS MEDICO,2022-07,1,0.24,0.0,0.67,0.67,Media móvil
N0000002,"NITROFURAZONA POMADA 0,2%/40G",MEDICAMENTOS,2022-07,1,0.1,0.0,0.0,0.0,Regresión Lineal
N0000003,NOREPINEFRINA SOL. INYECTABLE 4MG/4ML,MEDICAMENTOS,2022-07,1,969.69,702.36,1035.33,702.36,Regresión Lineal
N0000018,NITAZOXANIDA TABLETA 500MG,MEDICAMENTOS,2022-07,1,42.93,82.0,167.0,167.0,Media móvil
N0000019,ESOMEPRAZOL 20MG TABLETA ,MEDICAMENTOS,2022-07,1,148.83,109.58,133.67,148.83,XGBoost
N0000020,ESOMEPRAZOL 40MG TABLETA ,MEDICAMENTOS,2022-07,1,177.7,68.59,117.0,177.7,XGBoost
N0000030,ESOMEPRAZOL 40MG SOL. INYECTABLE ,MEDICAMENTOS,2022-07,1,194.03,98.13,193.67,194.03,XGBoost
N001701,"NALOXONA 0,4MG/1ML SOL. INYECTABLE",MEDICAMENTOS,2022-07,1,0.49,0.0,0.67,0.67,Media móvil
N002141,NAPROXENO TABLETA 250MG,MEDICAMENTOS,2022-07,1,9.19,62.85,30.33,30.33,Media móvil
N008141,NIMODIPINO TABLETA 30MG,MEDICAMENTOS,2022-07,1,131.87,638.87,269.67,269.67,Media móvil
N009231,NISTATINA SUSPENSIÓN ORAL 100000UI/1ML (6000000UI/60ML),MEDICAMENTOS,2022-07,1,16.21,18.57,18.67,18.67,Media móvil
N009321,NISTATINA CREMA 100.000 UI/GR ,MEDICAMENTOS,2022-07,1,1.83,0.18,3.0,1.83,XGBoost
N010142,NITROFURANTOINA TABLETA 100MG,MEDICAMENTOS,2022-07,1,0.52,0.0,0.0,0.0,Media móvil
N011701,NITROGLICERINA SOLUCIÓN INYECTABLE 50MG/10ML,MEDICAMENTOS,2022-07,1,0.57,0.0,1.0,0.57,XGBoost
P0000002,"PEGFILGRASTIM SOL. INYECTABLE 6MG/0,6ML",MEDICAMENTOS,2022-07,1,1.67,0.0,1.67,1.67,Media móvil
P0000003,PENTOXIFILINA TABLETA 400MG,MEDICAMENTOS,2022-07,1,1.03,0.46,0.67,0.46,Regresión Lineal
P0000013,PREGABALINA CÁPSULA 150MG,MEDICAMENTOS,2022-07,1,9.24,19.2,11.33,11.33,Media móvil
P0000020,PRALIDOXIMA POLVO LIOFILIZADO 200MG,MEDICAMENTOS,2022-07,1,0.6,11.86,23.33,23.33,Media móvil
P0000025,POLIMIXINA B SOLUCIÓN INYECTABLE 500000UI,MEDICAMENTOS,2022-07,1,2.92,47.6,56.33,56.33,Media móvil
P001701,PANCURONIO SOL. INYECTABLE 4MG/2ML,MEDICAMENTOS,2022-07,1,0.22,0.0,0.67,0.67,Media móvil
P005721,PENICILINA G BENZATINICA POLVO LIOFILIZADO 1200000UI,MEDICAMENTOS,2022-07,1,0.1,0.0,0.33,0.33,Media móvil
P005722,PENICILINA G BENZATINICA POLVO LIOFILIZADO 2400000UI,MEDICAMENTOS,2022-07,1,1.67,4.17,5.33,5.33,Media móvil
P007721,PENICILINA G CRISTALINA POLVO LIOFILIZADO 1000000UI,MEDICAMENTOS,2022-07,1,351.67,246.93,434.67,351.67,XGBoost
P012141,PIRANTEL PAMOATO TABLETA 250MG,MEDICAMENTOS,2022-07,1,0.17,0.0,0.0,0.17,XGBoost
P012231,PIRANTEL PAMOATO SUSPENSIÓN ORAL 250MG/5ML (750MG/15ML),MEDICAMENTOS,2022-07,1,0.0,0.0,0.33,0.33,Media móvil
P022701,POTASIO CLORURO 20MEQ/10ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,2070.93,1743.62,1892.67,2070.93,XGBoost
P026011,PRAZOSINA TABLETA 1MG,MEDICAMENTOS,2022-07,1,992.88,754.93,1043.0,754.93,Regresión Lineal
P027011,PREDNISOLONA TABLETA 5MG,MEDICAMENTOS,2022-07,1,559.65,742.01,481.0,742.01,Regresión Lineal
P035011,PROPRANOLOL TABLETA 40MG,MEDICAMENTOS,2022-07,1,139.51,117.88,114.33,117.88,Regresión Lineal
P036701,PROTAMINA SOLUCIÓN INYECTABLE 5000UI,MEDICAMENTOS,2022-07,1,0.38,0.37,1.0,1.0,Media móvil
P039701,"POTASIO FOSFATO DIBASICO/MONOBASICO SOLUCIÓN INYECTABLE 3,8MEQ/2,6MM/1ML (38MEQ",MEDICAMENTOS,2022-07,1,35.45,52.22,34.67,35.45,XGBoost
R0000009,ROCIVERINA SOLUCIÓN INYECTABLE 20MG/2ML,MEDICAMENTOS,2022-07,1,1.14,0.0,0.0,1.14,XGBoost
R0000014,ROSUVASTATINA TABLETA 20MG,MEDICAMENTOS,2022-07,1,4.77,19.93,6.33,4.77,XGBoost
R001011,RANITIDINA TABLETA 150MG,MEDICAMENTOS,2022-07,1,369.55,321.13,325.33,325.33,Media móvil
R001701,RANITIDINA SOL. INYECTABLE 50MG/2ML,MEDICAMENTOS,2022-07,1,1555.22,1566.12,1402.33,1402.33,Media móvil
R002251,POLIESTIRENO SULFONATO CÁLCICO POLVO PARA SUSPENSIÓN ORAL 15G,MEDICAMENTOS,2022-07,1,117.96,96.44,140.33,117.96,XGBoost
R005101,RIFAMPICINA CÁPSULA 300MG,MEDICAMENTOS,2022-07,1,36.91,42.44,24.0,36.91,XGBoost
R008703,AGUA ESTERIL PARA IRRIGACION 3000 ML ,MEDICAMENTOS,2022-07,1,24.98,27.29,35.33,24.98,XGBoost
R009141,RITONAVIR TABLETA 100MG,MEDICAMENTOS,2022-07,1,0.72,0.0,0.0,0.0,Media móvil
S0000002,SECNIDAZOL TABLETA 500MG,MEDICAMENTOS,2022-07,1,0.25,0.0,0.0,0.0,Media móvil
S0000012,"BUDESONIDA/FORMOTEROL SUSPENSIÓN PARA INHALACIÓN 160MCG/4,5MCG/1PUFF/120PUFF",MEDICAMENTOS,2022-07,1,1.94,2.81,1.33,1.94,XGBoost
S003701,SODIO BICARBONATO SOLUCIÓN INYECTABLE 1MEQ/1ML (10MEQ/10ML),MEDICAMENTOS,2022-07,1,533.45,540.47,632.67,632.67,Media móvil
S004702,SODIO CLORURO SOL. INYECTABLE 20MEQ/10ML,MEDICAMENTOS,2022-07,1,1431.05,1396.81,1440.67,1440.67,Media móvil
S010721,NITROPRUSIATO POLVO LIOFILIZADO 50MG,MEDICAMENTOS,2022-07,1,27.56,45.25,50.67,50.67,Media móvil
S013701,SUCCINILCOLINA SOLUCIÓN INYECTABLE 10%/10ML,MEDICAMENTOS,2022-07,1,0.2,0.0,1.33,1.33,Media móvil
S014011,SUCRALFATO TABLETA 1G,MEDICAMENTOS,2022-07,1,494.2,272.99,564.0,564.0,Media móvil
S020011,SULFASALAZINA TABLETA 500MG,MEDICAMENTOS,2022-07,1,0.57,2.08,7.33,7.33,Media móvil
T0000001,TIGECICLINA 50MG POLVO PARA RECONSTITUCION,MEDICAMENTOS,2022-07,1,11.44,3.46,17.67,17.67,Media móvil
T0000003,TIZANIDINA TABLETA 2MG,MEDICAMENTOS,2022-07,1,0.4,0.0,0.0,0.0,Media móvil
T0000006,TRIMEBUTINA SOL. INYECTABLE 50MG/5ML,MEDICAMENTOS,2022-07,1,0.31,0.0,0.0,0.0,Media móvil
T0000007,TRIMEBUTINA MALEATO TABLETA 200MG,MEDICAMENTOS,2022-07,1,0.18,0.0,0.0,0.0,Media móvil
T001011,TALIDOMIDA TABLETA 100MG,MEDICAMENTOS,2022-07,1,0.75,0.0,0.0,0.75,XGBoost
T002012,TAMOXIFENO TABLETA 20MG,MEDICAMENTOS,2022-07,1,0.37,27.86,8.33,8.33,Media móvil
T004151,TEOFILINA CAPSULA 125MG,MEDICAMENTOS,2022-07,1,0.52,18.33,5.67,5.67,Media móvil
T005461,TERBUTALINA SUSPENSIÓN PARA INHALACIÓN 10MG//1ML/10ML,MEDICAMENTOS,2022-07,1,0.0,0.0,0.33,0.33,Media móvil
T005701,"TERBUTALINA SOLUCIÓN INYECTABLE 0,5MG/1ML",MEDICAMENTOS,2022-07,1,0.0,0.0,0.33,0.33,Media móvil
T008101,TETRACICLINA TABLETA 500MG,MEDICAMENTOS,2022-07,1,0.12,0.0,0.0,0.0,Media móvil
T009141,TIAMINA 300MG TABLETA ,MEDICAMENTOS,2022-07,1,4.01,8.92,18.0,18.0,Media móvil
T009701,TIAMINA 1000MG/10ML SOL. INYECTABLE,MEDICAMENTOS,2022-07,1,7.02,11.59,12.67,7.02,XGBoost
T011602,TIMOLOL SOLUCIÓN OFTÁLMICA 5MG/1ML,MEDICAMENTOS,2022-07,1,0.12,0.0,0.0,0.0,Media móvil
T012011,TINIDAZOL TABLETA 500MG,MEDICAMENTOS,2022-07,1,9.05,26.57,44.33,44.33,Media móvil
T019701,"TOXOIDE TETANICO SOL. INYECTABLE 40UI/0,5ML",MEDICAMENTOS,2022-07,1,0.15,0.0,0.33,0.33,Media móvil
T020201,TRAMADOL SOL. ORAL 100MG/1ML,MEDICAMENTOS,2022-07,1,4.36,0.74,2.67,2.67,Media móvil
