producto_id,nombre_producto,categoria,mes_pronosticado,horizonte,prediccion_xgboost,prediccion_baseline,prediccion_final,metodo_usado
702208,JELCO 16G X 2-1/4 LARGO,DISPOSITIVOS MEDICO,2022-07,1,0.64,1.67,1.67,Media móvil
702208,JELCO 16G X 2-1/4 LARGO,DISPOSITIVOS MEDICO,2022-08,2,0.73,2.22,2.22,Media móvil
702208,JELCO 16G X 2-1/4 LARGO,DISPOSITIVOS MEDICO,2022-09,3,0.88,1.96,1.96,Media móvil
702209,JELCO 18G X 1-1/4 ,DISPOSITIVOS MEDICO,2022-07,1,395.77,392.67,395.77,XGBoost
702209,JELCO 18G X 1-1/4 ,DISPOSITIVOS MEDICO,2022-08,2,411.33,402.26,411.33,XGBoost
702209,JELCO 18G X 1-1/4 ,DISPOSITIVOS MEDICO,2022-09,3,391.94,396.7,391.94,XGBoost
702210,JELCO 20G X 1-1/4,DISPOSITIVOS MEDICO,2022-07,1,692.1,736.33,692.1,XGBoost
702210,JELCO 20G X 1-1/4,DISPOSITIVOS MEDICO,2022-08,2,702.64,672.03,702.64,XGBoost
702210,JELCO 20G X 1-1/4,DISPOSITIVOS MEDICO,2022-09,3,674.36,704.58,674.36,XGBoost
702211,CATETER INTRAVENOSO 22G X 1 ,DISPOSITIVOS MEDICO,2022-07,1,1489.16,1444.0,1489.16,XGBoost
702211,CATETER INTRAVENOSO 22G X 1 ,DISPOSITIVOS MEDICO,2022-08,2,1492.47,1434.72,1492.47,XGBoost
702211,CATETER INTRAVENOSO 22G X 1 ,DISPOSITIVOS MEDICO,2022-09,3,1488.44,1456.88,1488.44,XGBoost
702212,JELCO 24G X 3/4,DISPOSITIVOS MEDICO,2022-07,1,177.07,194.0,177.07,XGBoost
702212,JELCO 24G X 3/4,DISPOSITIVOS MEDICO,2022-08,2,185.21,194.36,185.21,XGBoost
702212,JELCO 24G X 3/4,DISPOSITIVOS MEDICO,2022-09,3,185.27,187.09,185.27,XGBoost
702216,CATETER EPICUTANEO CAVA 24 G 2FR REF 218400,DISPOSITIVOS MEDICO,2022-07,1,9.39,7.33,7.33,Media móvil
702216,CATETER EPICUTANEO CAVA 24 G 2FR REF 218400,DISPOSITIVOS MEDICO,2022-08,2,9.05,6.78,6.78,Media móvil
702216,CATETER EPICUTANEO CAVA 24 G 2FR REF 218400,DISPOSITIVOS MEDICO,2022-09,3,9.0,7.37,7.37,Media móvil
702222,PERICRANEAL 23     ,DISPOSITIVOS MEDICO,2022-07,1,231.76,218.0,231.76,XGBoost
702222,PERICRANEAL 23     ,DISPOSITIVOS MEDICO,2022-08,2,241.66,223.59,241.66,XGBoost
702222,PERICRANEAL 23     ,DISPOSITIVOS MEDICO,2022-09,3,236.92,241.81,236.92,XGBoost
702226,PERIFIX 18GA C/A 4514017 ,DISPOSITIVOS MEDICO,2022-07,1,0.0,0.67,0.67,Media móvil
702226,PERIFIX 18GA C/A 4514017 ,DISPOSITIVOS MEDICO,2022-08,2,0.0,0.56,0.56,Media móvil
702226,PERIFIX 18GA C/A 4514017 ,DISPOSITIVOS MEDICO,2022-09,3,0.0,0.74,0.74,Media móvil
702228,SPINOCAN 18G 3/2   ,DISPOSITIVOS MEDICO,2022-07,1,3.43,4.0,4.0,Media móvil
702228,SPINOCAN 18G 3/2   ,DISPOSITIVOS MEDICO,2022-08,2,2.22,4.67,4.67,Media móvil
702228,SPINOCAN 18G 3/2   ,DISPOSITIVOS MEDICO,2022-09,3,2.8,3.56,3.56,Media móvil
702229,SPINOCAN 20G X31/2 ,DISPOSITIVOS MEDICO,2022-07,1,4.43,7.0,7.0,Media móvil
702229,SPINOCAN 20G X31/2 ,DISPOSITIVOS MEDICO,2022-08,2,4.52,7.33,7.33,Media móvil
702229,SPINOCAN 20G X31/2 ,DISPOSITIVOS MEDICO,2022-09,3,4.4,7.78,7.78,Media móvil
702230,SPINOCAN 22G X31/2  ,DISPOSITIVOS MEDICO,2022-07,1,1.99,4.67,4.67,Media móvil
702230,SPINOCAN 22G X31/2  ,DISPOSITIVOS MEDICO,2022-08,2,3.13,4.56,4.56,Media móvil
702230,SPINOCAN 22G X31/2  ,DISPOSITIVOS MEDICO,2022-09,3,2.18,4.41,4.41,Media móvil
702231,SPINOCAN 25X3.1/2,DISPOSITIVOS MEDICO,2022-07,1,0.32,0.0,0.32,XGBoost
702231,SPINOCAN 25X3.1/2,DISPOSITIVOS MEDICO,2022-08,2,0.33,0.11,0.33,XGBoost
702231,SPINOCAN 25X3.1/2,DISPOSITIVOS MEDICO,2022-09,3,0.33,0.22,0.33,XGBoost
702233,SPINOCAN 27G ,DISPOSITIVOS MEDICO,2022-07,1,0.12,0.0,0.12,XGBoost
702233,SPINOCAN 27G ,DISPOSITIVOS MEDICO,2022-08,2,0.16,0.04,0.16,XGBoost
702233,SPINOCAN 27G ,DISPOSITIVOS MEDICO,2022-09,3,0.16,0.09,0.16,XGBoost
702235,AGUJA SURECAN GRIPPER PLUS SEGURIDAD 20 GA  X19 MM REF-0821276724,DISPOSITIVOS MEDICO,2022-07,1,0.16,0.0,0.16,XGBoost
702235,AGUJA SURECAN GRIPPER PLUS SEGURIDAD 20 GA  X19 MM REF-0821276724,DISPOSITIVOS MEDICO,2022-08,2,0.14,0.05,0.14,XGBoost
702235,AGUJA SURECAN GRIPPER PLUS SEGURIDAD 20 GA  X19 MM REF-0821276724,DISPOSITIVOS MEDICO,2022-09,3,0.35,0.1,0.35,XGBoost
702240,GUANTE ESTERIL 6.5 (PAR),DISPOSITIVOS MEDICO,2022-07,1,123.87,127.33,123.87,XGBoost
702240,GUANTE ESTERIL 6.5 (PAR),DISPOSITIVOS MEDICO,2022-08,2,50.85,168.62,168.62,Media móvil
702240,GUANTE ESTERIL 6.5 (PAR),DISPOSITIVOS MEDICO,2022-09,3,48.74,158.5,158.5,Media móvil
702241,GUANTE ESTERIL 7.0 (PAR),DISPOSITIVOS MEDICO,2022-07,1,470.95,506.33,470.95,XGBoost
702241,GUANTE ESTERIL 7.0 (PAR),DISPOSITIVOS MEDICO,2022-08,2,326.44,663.32,663.32,Media móvil
702241,GUANTE ESTERIL 7.0 (PAR),DISPOSITIVOS MEDICO,2022-09,3,334.58,609.42,334.58,XGBoost
702242,GUANTE ESTERIL 7.5 (PAR),DISPOSITIVOS MEDICO,2022-07,1,515.9,588.67,515.9,XGBoost
702242,GUANTE ESTERIL 7.5 (PAR),DISPOSITIVOS MEDICO,2022-08,2,352.08,760.63,760.63,Media móvil
702242,GUANTE ESTERIL 7.5 (PAR),DISPOSITIVOS MEDICO,2022-09,3,217.52,739.51,739.51,Media móvil
702243,GUANTE ESTERIL 8.0 (PAR),DISPOSITIVOS MEDICO,2022-07,1,1.59,13.0,13.0,Media móvil
702243,GUANTE ESTERIL 8.0 (PAR),DISPOSITIVOS MEDICO,2022-08,2,3.1,17.33,17.33,Media móvil
702243,GUANTE ESTERIL 8.0 (PAR),DISPOSITIVOS MEDICO,2022-09,3,3.48,19.11,19.11,Media móvil
702249,BISTURI # 11 ,DISPOSITIVOS MEDICO,2022-07,1,138.52,132.67,138.52,XGBoost
702249,BISTURI # 11 ,DISPOSITIVOS MEDICO,2022-08,2,147.61,147.17,147.61,XGBoost
702249,BISTURI # 11 ,DISPOSITIVOS MEDICO,2022-09,3,125.99,141.71,125.99,XGBoost
702251,BISTURI # 15 ,DISPOSITIVOS MEDICO,2022-07,1,8.1,9.67,9.67,Media móvil
702251,BISTURI # 15 ,DISPOSITIVOS MEDICO,2022-08,2,7.89,8.22,8.22,Media móvil
702251,BISTURI # 15 ,DISPOSITIVOS MEDICO,2022-09,3,7.39,8.3,8.3,Media móvil
702256,HEMINA 350 MG PANHEMATIN,MEDICAMENTOS,2022-07,1,0.25,0.0,0.25,XGBoost
702256,HEMINA 350 MG PANHEMATIN,MEDICAMENTOS,2022-08,2,0.29,0.08,0.29,XGBoost
702256,HEMINA 350 MG PANHEMATIN,MEDICAMENTOS,2022-09,3,0.29,0.18,0.29,XGBoost
702257,JERINGA 3ML,DISPOSITIVOS MEDICO,2022-07,1,3904.13,4213.67,3904.13,XGBoost
702257,JERINGA 3ML,DISPOSITIVOS MEDICO,2022-08,2,3986.91,3937.04,3986.91,XGBoost
702257,JERINGA 3ML,DISPOSITIVOS MEDICO,2022-09,3,3986.91,3936.01,3986.91,XGBoost
702258,JERINGA 5ML,DISPOSITIVOS MEDICO,2022-07,1,6997.42,6982.67,6997.42,XGBoost
702258,JERINGA 5ML,DISPOSITIVOS MEDICO,2022-08,2,6984.2,6869.81,6984.2,XGBoost
702258,JERINGA 5ML,DISPOSITIVOS MEDICO,2022-09,3,6984.2,6854.54,6984.2,XGBoost
702259,JERINGA 10ML ,DISPOSITIVOS MEDICO,2022-07,1,9949.43,13456.67,9949.43,XGBoost
702259,JERINGA 10ML ,DISPOSITIVOS MEDICO,2022-08,2,10025.94,11954.48,10025.94,XGBoost
702259,JERINGA 10ML ,DISPOSITIVOS MEDICO,2022-09,3,10025.94,11024.79,10025.94,XGBoost
702261,JERINGA 50ML ROSCA,DISPOSITIVOS MEDICO,2022-07,1,149.93,117.67,149.93,XGBoost
702261,JERINGA 50ML ROSCA,DISPOSITIVOS MEDICO,2022-08,2,152.37,144.31,152.37,XGBoost
702261,JERINGA 50ML ROSCA,DISPOSITIVOS MEDICO,2022-09,3,128.36,152.43,128.36,XGBoost
702262,JERINGA 50ML PUNTA CATETER,DISPOSITIVOS MEDICO,2022-07,1,110.37,106.0,110.37,XGBoost
702262,JERINGA 50ML PUNTA CATETER,DISPOSITIVOS MEDICO,2022-08,2,94.91,115.12,94.91,XGBoost
702262,JERINGA 50ML PUNTA CATETER,DISPOSITIVOS MEDICO,2022-09,3,96.19,111.76,96.19,XGBoost
702263,JERINGA 1ML INSULINA,DISPOSITIVOS MEDICO,2022-07,1,2970.96,2761.0,2970.96,XGBoost
702263,JERINGA 1ML INSULINA,DISPOSITIVOS MEDICO,2022-08,2,3248.39,2836.99,3248.39,XGBoost
702263,JERINGA 1ML INSULINA,DISPOSITIVOS MEDICO,2022-09,3,3788.22,3111.12,3788.22,XGBoost
702264,JERINGA DE GASES (JERINGA HEPARINIZADA),DISPOSITIVOS MEDICO,2022-07,1,1517.32,1472.33,1517.32,XGBoost
702264,JERINGA DE GASES (JERINGA HEPARINIZADA),DISPOSITIVOS MEDICO,2022-08,2,1495.5,1515.11,1495.5,XGBoost
702264,JERINGA DE GASES (JERINGA HEPARINIZADA),DISPOSITIVOS MEDICO,2022-09,3,1466.32,1591.61,1466.32,XGBoost
702298,BARRERA STOMAHESIVE 38 MM ,DISPOSITIVOS MEDICO,2022-07,1,0.31,0.33,0.31,XGBoost
702298,BARRERA STOMAHESIVE 38 MM ,DISPOSITIVOS MEDICO,2022-08,2,0.33,0.1,0.33,XGBoost
702298,BARRERA STOMAHESIVE 38 MM ,DISPOSITIVOS MEDICO,2022-09,3,0.33,0.22,0.33,XGBoost
702302,BARRERA STOMAHESIVE 57 - 60 MM ,DISPOSITIVOS MEDICO,2022-07,1,13.34,16.67,16.67,Media móvil
702302,BARRERA STOMAHESIVE 57 - 60 MM ,DISPOSITIVOS MEDICO,2022-08,2,14.34,16.22,16.22,Media móvil
702302,BARRERA STOMAHESIVE 57 - 60 MM ,DISPOSITIVOS MEDICO,2022-09,3,11.94,16.96,16.96,Media móvil
702303,BARRERA STOMAHESIVE 70MM ,DISPOSITIVOS MEDICO,2022-07,1,6.12,15.67,15.67,Media móvil
702303,BARRERA STOMAHESIVE 70MM ,DISPOSITIVOS MEDICO,2022-08,2,8.16,14.89,14.89,Media móvil
702303,BARRERA STOMAHESIVE 70MM ,DISPOSITIVOS MEDICO,2022-09,3,11.43,12.52,12.52,Media móvil
702307,BARRERA STOMAHESIVE 32MM NINOS ,DISPOSITIVOS MEDICO,2022-07,1,0.47,0.67,0.47,XGBoost
702307,BARRERA STOMAHESIVE 32MM NINOS ,DISPOSITIVOS MEDICO,2022-08,2,0.65,0.16,0.65,XGBoost
702307,BARRERA STOMAHESIVE 32MM NINOS ,DISPOSITIVOS MEDICO,2022-09,3,0.7,0.37,0.7,XGBoost
702310,BARRERA STOMAHESIVE 20MMX20MM LISA ,DISPOSITIVOS MEDICO,2022-07,1,15.04,16.33,16.33,Media móvil
702310,BARRERA STOMAHESIVE 20MMX20MM LISA ,DISPOSITIVOS MEDICO,2022-08,2,15.37,18.11,18.11,Media móvil
702310,BARRERA STOMAHESIVE 20MMX20MM LISA ,DISPOSITIVOS MEDICO,2022-09,3,11.65,19.81,19.81,Media móvil
702321,BOLSA OSTOMIA 32MM NINOS ,DISPOSITIVOS MEDICO,2022-07,1,0.41,0.0,0.41,XGBoost
702321,BOLSA OSTOMIA 32MM NINOS ,DISPOSITIVOS MEDICO,2022-08,2,0.32,0.14,0.32,XGBoost
702321,BOLSA OSTOMIA 32MM NINOS ,DISPOSITIVOS MEDICO,2022-09,3,0.44,0.24,0.44,XGBoost
702323,BOLSA OSTOMIA OP/57 - 60 MM ,DISPOSITIVOS MEDICO,2022-07,1,15.05,17.0,17.0,Media móvil
702323,BOLSA OSTOMIA OP/57 - 60 MM ,DISPOSITIVOS MEDICO,2022-08,2,11.95,14.67,14.67,Media móvil
702323,BOLSA OSTOMIA OP/57 - 60 MM ,DISPOSITIVOS MEDICO,2022-09,3,15.52,15.89,15.89,Media móvil
702324,BOLSA OSTOMIA OP /70MM ,DISPOSITIVOS MEDICO,2022-07,1,5.65,15.0,15.0,Media móvil
702324,BOLSA OSTOMIA OP /70MM ,DISPOSITIVOS MEDICO,2022-08,2,7.4,15.0,15.0,Media móvil
702324,BOLSA OSTOMIA OP /70MM ,DISPOSITIVOS MEDICO,2022-09,3,7.77,12.33,12.33,Media móvil
702326,BOLSA OSTOMIA  OP45MM ,DISPOSITIVOS MEDICO,2022-07,1,0.6,1.67,1.67,Media móvil
702326,BOLSA OSTOMIA  OP45MM ,DISPOSITIVOS MEDICO,2022-08,2,0.53,1.56,1.56,Media móvil
702326,BOLSA OSTOMIA  OP45MM ,DISPOSITIVOS MEDICO,2022-09,3,0.5,2.07,2.07,Media móvil
702358,CYSTOFLOW 2000 ML ADULTO,DISPOSITIVOS MEDICO,2022-07,1,85.03,73.33,73.33,Media móvil
702358,CYSTOFLOW 2000 ML ADULTO,DISPOSITIVOS MEDICO,2022-08,2,69.92,69.78,69.78,Media móvil
702358,CYSTOFLOW 2000 ML ADULTO,DISPOSITIVOS MEDICO,2022-09,3,71.99,69.04,69.04,Media móvil
702368,LLAVE DE 3 VIAS,DISPOSITIVOS MEDICO,2022-07,1,281.32,250.67,281.32,XGBoost
702368,LLAVE DE 3 VIAS,DISPOSITIVOS MEDICO,2022-08,2,276.5,267.44,276.5,XGBoost
702368,LLAVE DE 3 VIAS,DISPOSITIVOS MEDICO,2022-09,3,247.91,276.94,247.91,XGBoost
702377,BURETROL,DISPOSITIVOS MEDICO,2022-07,1,975.29,905.33,975.29,XGBoost
702377,BURETROL,DISPOSITIVOS MEDICO,2022-08,2,948.1,800.1,948.1,XGBoost
702377,BURETROL,DISPOSITIVOS MEDICO,2022-09,3,984.66,889.13,984.66,XGBoost
702381,EQUIPO MACROGOTEO S/A (SOLO CX E IMAGENES),DISPOSITIVOS MEDICO,2022-07,1,256.38,246.33,256.38,XGBoost
702381,EQUIPO MACROGOTEO S/A (SOLO CX E IMAGENES),DISPOSITIVOS MEDICO,2022-08,2,284.26,225.13,284.26,XGBoost
702381,EQUIPO MACROGOTEO S/A (SOLO CX E IMAGENES),DISPOSITIVOS MEDICO,2022-09,3,287.56,248.55,287.56,XGBoost
702382,EXTENSION DE ANESTESIA ADULTO ,DISPOSITIVOS MEDICO,2022-07,1,1155.91,1168.67,1155.91,XGBoost
702382,EXTENSION DE ANESTESIA ADULTO ,DISPOSITIVOS MEDICO,2022-08,2,1254.19,1111.97,1254.19,XGBoost
702382,EXTENSION DE ANESTESIA ADULTO ,DISPOSITIVOS MEDICO,2022-09,3,1250.05,1171.03,1250.05,XGBoost
702383,EXTENSION DE ANESTESIA PEDIATRICO,DISPOSITIVOS MEDICO,2022-07,1,176.21,148.33,176.21,XGBoost
702383,EXTENSION DE ANESTESIA PEDIATRICO,DISPOSITIVOS MEDICO,2022-08,2,163.37,177.74,163.37,XGBoost
702383,EXTENSION DE ANESTESIA PEDIATRICO,DISPOSITIVOS MEDICO,2022-09,3,166.19,169.53,166.19,XGBoost
702417,HUMIDIFICADOR 3PSI,DISPOSITIVOS MEDICO,2022-07,1,34.97,44.0,44.0,Media móvil
702417,HUMIDIFICADOR 3PSI,DISPOSITIVOS MEDICO,2022-08,2,36.73,45.0,45.0,Media móvil
702417,HUMIDIFICADOR 3PSI,DISPOSITIVOS MEDICO,2022-09,3,35.98,43.67,43.67,Media móvil
702435,NARIZ DE CAMELLO ADULTO,MEDICAMENTOS,2022-07,1,217.55,218.0,217.55,XGBoost
702435,NARIZ DE CAMELLO ADULTO,MEDICAMENTOS,2022-08,2,193.55,245.18,193.55,XGBoost
702435,NARIZ DE CAMELLO ADULTO,MEDICAMENTOS,2022-09,3,186.69,236.7,186.69,XGBoost
702437,NIPLE CONECTOR MAG 02 HUDSON ,DISPOSITIVOS MEDICO,2022-07,1,1.03,1.0,1.0,Media móvil
702437,NIPLE CONECTOR MAG 02 HUDSON ,DISPOSITIVOS MEDICO,2022-08,2,1.35,1.33,1.33,Media móvil
702437,NIPLE CONECTOR MAG 02 HUDSON ,DISPOSITIVOS MEDICO,2022-09,3,1.42,1.11,1.11,Media móvil
702445,BUPRENORFINA PARCHE TRANSDERMICO 20MG ,CONTROLADOS,2022-07,1,0.38,0.0,0.38,XGBoost
702445,BUPRENORFINA PARCHE TRANSDERMICO 20MG ,CONTROLADOS,2022-08,2,0.39,0.13,0.39,XGBoost
702445,BUPRENORFINA PARCHE TRANSDERMICO 20MG ,CONTROLADOS,2022-09,3,0.39,0.26,0.39,XGBoost
702452,STOMAHESIVE PASTA TBX2 ONZ.,DISPOSITIVOS MEDICO,2022-07,1,16.01,16.67,16.67,Media móvil
702452,STOMAHESIVE PASTA TBX2 ONZ.,DISPOSITIVOS MEDICO,2022-08,2,9.84,18.22,18.22,Media móvil
702452,STOMAHESIVE PASTA TBX2 ONZ.,DISPOSITIVOS MEDICO,2022-09,3,13.64,21.96,21.96,Media móvil
702460,PINZA P/BOLSA DE OSTOMIA ,DISPOSITIVOS MEDICO,2022-07,1,8.73,10.67,10.67,Media móvil
702460,PINZA P/BOLSA DE OSTOMIA ,DISPOSITIVOS MEDICO,2022-08,2,7.34,10.56,10.56,Media móvil
702460,PINZA P/BOLSA DE OSTOMIA ,DISPOSITIVOS MEDICO,2022-09,3,6.76,10.74,10.74,Media móvil
702473,FENOBARBITAL SOLUCIÓN INYECTABLE 40 MG/1ML ,CONTROLADOS,2022-07,1,5.74,21.0,21.0,Media móvil
702473,FENOBARBITAL SOLUCIÓN INYECTABLE 40 MG/1ML ,CONTROLADOS,2022-08,2,3.78,14.67,14.67,Media móvil
702473,FENOBARBITAL SOLUCIÓN INYECTABLE 40 MG/1ML ,CONTROLADOS,2022-09,3,2.86,11.89,11.89,Media móvil
702484,KIT MICRONEBULIZADOR ADULTO,DISPOSITIVOS MEDICO,2022-07,1,4.45,4.33,4.33,Media móvil
702484,KIT MICRONEBULIZADOR ADULTO,DISPOSITIVOS MEDICO,2022-08,2,4.77,3.78,3.78,Media móvil
702484,KIT MICRONEBULIZADOR ADULTO,DISPOSITIVOS MEDICO,2022-09,3,4.63,4.37,4.37,Media móvil
702486,STOMAHESIVE POLVO X 1 ONZA,DISPOSITIVOS MEDICO,2022-07,1,8.96,8.33,8.33,Media móvil
702486,STOMAHESIVE POLVO X 1 ONZA,DISPOSITIVOS MEDICO,2022-08,2,8.05,9.44,9.44,Media móvil
702486,STOMAHESIVE POLVO X 1 ONZA,DISPOSITIVOS MEDICO,2022-09,3,8.92,8.93,8.93,Media móvil
702487,TAPON HEPARINIZADO,DISPOSITIVOS MEDICO,2022-07,1,409.85,425.67,409.85,XGBoost
702487,TAPON HEPARINIZADO,DISPOSITIVOS MEDICO,2022-08,2,413.55,407.62,413.55,XGBoost
702487,TAPON HEPARINIZADO,DISPOSITIVOS MEDICO,2022-09,3,385.44,402.8,385.44,XGBoost
702490,TAPON HEPARINA ROJO,DISPOSITIVOS MEDICO,2022-07,1,231.65,242.0,231.65,XGBoost
702490,TAPON HEPARINA ROJO,DISPOSITIVOS MEDICO,2022-08,2,283.79,229.88,283.79,XGBoost
702490,TAPON HEPARINA ROJO,DISPOSITIVOS MEDICO,2022-09,3,280.85,241.15,280.85,XGBoost
702531,EXTENSION DE MONITOREO MACHO MACHO,MEDICAMENTOS,2022-07,1,14.08,5.67,5.67,Media móvil
702531,EXTENSION DE MONITOREO MACHO MACHO,MEDICAMENTOS,2022-08,2,12.46,4.89,4.89,Media móvil
702531,EXTENSION DE MONITOREO MACHO MACHO,MEDICAMENTOS,2022-09,3,11.15,4.52,4.52,Media móvil
702558,TIOPENTAL POLVO LIOFILIZADO 1G ,MEDICAMENTOS,2022-07,1,4.29,0.0,4.29,XGBoost
702558,TIOPENTAL POLVO LIOFILIZADO 1G ,MEDICAMENTOS,2022-08,2,9.14,1.43,9.14,XGBoost
702558,TIOPENTAL POLVO LIOFILIZADO 1G ,MEDICAMENTOS,2022-09,3,6.27,4.48,6.27,XGBoost
702585,CANULA NASAL OXIGENO ADULTO,DISPOSITIVOS MEDICO,2022-07,1,165.47,157.67,165.47,XGBoost
702585,CANULA NASAL OXIGENO ADULTO,DISPOSITIVOS MEDICO,2022-08,2,163.54,157.82,163.54,XGBoost
702585,CANULA NASAL OXIGENO ADULTO,DISPOSITIVOS MEDICO,2022-09,3,159.14,160.34,159.14,XGBoost
702609,CANULA GUEDEL 3 (ISO 9.0),DISPOSITIVOS MEDICO,2022-07,1,0.4,10.0,10.0,Media móvil
702609,CANULA GUEDEL 3 (ISO 9.0),DISPOSITIVOS MEDICO,2022-08,2,0.16,13.33,13.33,Media móvil
702609,CANULA GUEDEL 3 (ISO 9.0),DISPOSITIVOS MEDICO,2022-09,3,0.07,16.11,16.11,Media móvil
702619,CANULA GUEDEL 2 (ISO 8.0),DISPOSITIVOS MEDICO,2022-07,1,0.21,0.0,0.21,XGBoost
702619,CANULA GUEDEL 2 (ISO 8.0),DISPOSITIVOS MEDICO,2022-08,2,0.16,0.07,0.16,XGBoost
702619,CANULA GUEDEL 2 (ISO 8.0),DISPOSITIVOS MEDICO,2022-09,3,0.21,0.12,0.21,XGBoost
702620,INCENTIVO RESPIRATORIO HUDSON,DISPOSITIVOS MEDICO,2022-07,1,0.1,0.0,0.1,XGBoost
702620,INCENTIVO RESPIRATORIO HUDSON,DISPOSITIVOS MEDICO,2022-08,2,0.11,0.03,0.11,XGBoost
702620,INCENTIVO RESPIRATORIO HUDSON,DISPOSITIVOS MEDICO,2022-09,3,0.07,0.07,0.07,XGBoost
702626,LINER FLEX 1500CC TAPA AZUL - GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,2022-07,1,86.32,88.67,88.67,Media móvil
702626,LINER FLEX 1500CC TAPA AZUL - GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,2022-08,2,75.31,93.56,93.56,Media móvil
702626,LINER FLEX 1500CC TAPA AZUL - GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,2022-09,3,77.37,93.07,93.07,Media móvil
702627,LINER FLEX 1000CC TAPA AZUL-GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,2022-07,1,80.81,79.67,79.67,Media móvil
702627,LINER FLEX 1000CC TAPA AZUL-GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,2022-08,2,86.68,80.22,80.22,Media móvil
702627,LINER FLEX 1000CC TAPA AZUL-GEL SOLIDIFICANTE,DISPOSITIVOS MEDICO,2022-09,3,82.04,78.96,78.96,Media móvil
702635,MASCARA C/RESERVORIO ADULTO,DISPOSITIVOS MEDICO,2022-07,1,10.34,11.0,11.0,Media móvil
702635,MASCARA C/RESERVORIO ADULTO,DISPOSITIVOS MEDICO,2022-08,2,9.14,13.0,13.0,Media móvil
702635,MASCARA C/RESERVORIO ADULTO,DISPOSITIVOS MEDICO,2022-09,3,7.56,13.33,13.33,Media móvil
702636,MASCARA NO REINHALACION C/RESERVORIO  PEDIATRICA,DISPOSITIVOS MEDICO,2022-07,1,0.11,0.33,0.33,Media móvil
702636,MASCARA NO REINHALACION C/RESERVORIO  PEDIATRICA,DISPOSITIVOS MEDICO,2022-08,2,0.09,0.11,0.09,XGBoost
702636,MASCARA NO REINHALACION C/RESERVORIO  PEDIATRICA,DISPOSITIVOS MEDICO,2022-09,3,0.16,0.14,0.16,XGBoost
702641,MASCARA VENTURY ADULTO,DISPOSITIVOS MEDICO,2022-07,1,48.84,54.0,54.0,Media móvil
702641,MASCARA VENTURY ADULTO,DISPOSITIVOS MEDICO,2022-08,2,51.23,54.33,54.33,Media móvil
702641,MASCARA VENTURY ADULTO,DISPOSITIVOS MEDICO,2022-09,3,49.09,53.44,53.44,Media móvil
702642,CANULA YANKAWER DESECHABLE ,DISPOSITIVOS MEDICO,2022-07,1,0.24,0.0,0.24,XGBoost
702642,CANULA YANKAWER DESECHABLE ,DISPOSITIVOS MEDICO,2022-08,2,0.11,0.08,0.11,XGBoost
702642,CANULA YANKAWER DESECHABLE ,DISPOSITIVOS MEDICO,2022-09,3,0.18,0.12,0.18,XGBoost
702673,RECOLECTOR/ORINA PED/BLX40  ,DISPOSITIVOS MEDICO,2022-07,1,105.84,83.33,105.84,XGBoost
702673,RECOLECTOR/ORINA PED/BLX40  ,DISPOSITIVOS MEDICO,2022-08,2,90.17,76.28,90.17,XGBoost
702673,RECOLECTOR/ORINA PED/BLX40  ,DISPOSITIVOS MEDICO,2022-09,3,97.66,92.33,97.66,XGBoost
702694,TUBO ENDOTRAQUEAL 8.5 C/BL,DISPOSITIVOS MEDICO,2022-07,1,0.29,1.0,1.0,Media móvil
702694,TUBO ENDOTRAQUEAL 8.5 C/BL,DISPOSITIVOS MEDICO,2022-08,2,0.27,1.0,1.0,Media móvil
702694,TUBO ENDOTRAQUEAL 8.5 C/BL,DISPOSITIVOS MEDICO,2022-09,3,0.25,1.0,1.0,Media móvil
702695,TUBO ENDOTRAQUEAL 8.0 C/BL,DISPOSITIVOS MEDICO,2022-07,1,12.78,12.33,12.33,Media móvil
702695,TUBO ENDOTRAQUEAL 8.0 C/BL,DISPOSITIVOS MEDICO,2022-08,2,12.88,12.11,12.11,Media móvil
702695,TUBO ENDOTRAQUEAL 8.0 C/BL,DISPOSITIVOS MEDICO,2022-09,3,11.47,12.81,12.81,Media móvil
702696,TUBO ENDOTRAQUEAL 7.5 C/BL,DISPOSITIVOS MEDICO,2022-07,1,18.17,20.67,20.67,Media móvil
702696,TUBO ENDOTRAQUEAL 7.5 C/BL,DISPOSITIVOS MEDICO,2022-08,2,21.11,20.22,20.22,Media móvil
702696,TUBO ENDOTRAQUEAL 7.5 C/BL,DISPOSITIVOS MEDICO,2022-09,3,22.58,18.96,18.96,Media móvil
702697,TUBO ENDOTRAQUEAL 7.0 C/BL ,DISPOSITIVOS MEDICO,2022-07,1,2.91,1.33,1.33,Media móvil
702697,TUBO ENDOTRAQUEAL 7.0 C/BL ,DISPOSITIVOS MEDICO,2022-08,2,3.11,1.11,1.11,Media móvil
702697,TUBO ENDOTRAQUEAL 7.0 C/BL ,DISPOSITIVOS MEDICO,2022-09,3,3.3,1.48,1.48,Media móvil
702698,TUBO ENDOTRAQUEAL 6.5 C/BL,DISPOSITIVOS MEDICO,2022-07,1,0.24,0.67,0.67,Media móvil
