producto_id,demanda_total,media,desviacion,cv,variabilidad,demanda_acumulada_pct,categoria_abc,usar_ml,categoria,nombre_producto
F002141,1494,124.5,66.35647532970553,0.5329837375879962,Media,0.927139396599928,B,True,MEDICAMENTOS,FENITOINA 100MG TABLETA 
M020012,1489,124.08333333333333,57.3021629503449,0.46180386528149014,Baja,0.9278788233927027,B,True,MEDICAMENTOS,METRONIDAZOL 500MG TABLETA 
700694,1486,123.83333333333333,28.60970379985,0.2310339472397039,Baja,0.9286167604068486,B,True,MEDICAMENTOS,LIDOCAINA CLORHIDRATO 2% JALEA 30G
705488,1457,121.41666666666667,59.43745120764017,0.48953288571838166,Baja,0.9293402962275825,B,True,MEDICAMENTOS,PROPANOLOL TABLETA 40MG
P035011,1457,121.41666666666667,59.43745120764017,0.48953288571838166,Baja,0.9300638320483166,B,True,MEDICAMENTOS,PROPRANOLOL TABLETA 40MG
A035722,1452,121.0,40.51711198538666,0.3348521651684848,Baja,0.930784884904669,B,True,MEDICAMENTOS,AZTREONAM 1G POLVO LIOFILIZADO
C0000028,1430,119.16666666666667,58.32640651514284,0.489452362364835,Baja,0.9314950127177436,B,True,MEDICAMENTOS,CLARITROMICINA TABLETA 500MG
730116,1425,118.75,29.839342546985907,0.2512786740798813,Baja,0.9322026575664367,B,True,DISPOSITIVOS MEDICO,TEGADERM REF 1682 IV 5X5.7CM AVANCED-NIÑOS
M026161,1422,118.5,48.48336171962876,0.40914229299264776,Baja,0.9329088126365009,B,True,MEDICAMENTOS,MINOXIDIL TABLETA 10MG
E020722,1417,118.08333333333333,23.492584258687145,0.1989491962626999,Baja,0.9336124847421838,B,True,MEDICAMENTOS,ERITROPOYETINA 2.000UI/ML SOL. INYECTABLE
709736,1343,111.91666666666667,61.22604664584174,0.5470681755399113,Media,0.9342794089750224,B,True,CONTROLADOS,"ALPRAZOLAM TABLETA 0,25 MG "
A026722,1342,111.83333333333333,50.157630314717586,0.44850340072772804,Baja,0.9349458366149845,B,True,MEDICAMENTOS,AMPICILINA 1 G POLVO LIOFILIZADO 
730083,1318,109.83333333333333,41.22186827695252,0.3753129129919805,Baja,0.9356003460259162,B,True,DISPOSITIVOS MEDICO,EQUIPO PERFUSOR 20CC REF C0020C FRESENIUS
730230,1310,109.16666666666667,37.89898855290644,0.34716630735486814,Baja,0.9362508826938376,B,True,NUTRICION,ALIMENTO DE USO ESPECIAL CON HMB ARGININA Y GLUTAMINA SOBRE x 24 GRAMOS
720207,1291,107.58333333333333,46.67383602937485,0.43383890964562216,Baja,0.9368919840971097,B,True,NUTRICION,DIBEN 1.5 KCAL HP 1000 ML ALIMENTO LIQUIDO PARA USOS NUTRICIONALES ESPECIALES AL
701079,1271,105.91666666666667,51.26838177373038,0.48404451713986196,Baja,0.9375231536428563,B,True,MEDICAMENTOS,PREDNISONA TABLETA 50MG
700964,1243,103.58333333333333,82.44497706000192,0.795928982075642,Media,0.9381404185880673,B,True,NUTRICION,"ENSURE PLUS HN SOLUCIÓN ORAL 1,5KCAL/1ML (355,5KCAL/237ML) ALIMENTO DE USO ESPEC"
R002251,1232,102.66666666666667,78.31211833929586,0.7627803734347,Media,0.9387522210116391,B,True,MEDICAMENTOS,POLIESTIRENO SULFONATO CÁLCICO POLVO PARA SUSPENSIÓN ORAL 15G
730037,1223,101.91666666666667,50.537939543805436,0.4958751222613779,Baja,0.9393595540993246,B,True,NUTRICION,"DIBEN SOLUCIÓN ORAL 1,05KCAL/1ML (525KCAL/500ML) ALIMENTO LÍQUIDO PARA ADMINISTR"
L006012,1223,101.91666666666667,48.95537547480142,0.4803471019604391,Baja,0.9399668871870099,B,True,MEDICAMENTOS,LEVOTIROXINA TABLETA 100MCG
A006721,1215,101.25,76.52584233743883,0.7558107885179144,Media,0.940570247531685,B,True,MEDICAMENTOS,ACICLOVIR POLVO LIOFILIZADO 250MG
702673,1194,99.5,44.47164571642557,0.44695121323040776,Baja,0.9411631794259585,B,True,DISPOSITIVOS MEDICO,RECOLECTOR/ORINA PED/BLX40  
700820,1172,97.66666666666667,53.283689015978574,0.545566781733569,Media,0.9417451862769538,B,True,MEDICAMENTOS,DALTEPARINA SODICA 2.500 UI (ANTIFACTOR XA)  SOL. INYECTABLE
702262,1171,97.58333333333333,17.99221211996171,0.1843779209560551,Baja,0.9423266965350728,B,True,DISPOSITIVOS MEDICO,JERINGA 50ML PUNTA CATETER
145933,1168,97.33333333333333,38.7493890469921,0.3981101614416997,Baja,0.9429067170145631,B,True,MEDICAMENTOS,LEVOTIROXINA SODICA TABLETA 25MCG
G003703,1161,96.75,21.83460556089805,0.2256806776320212,Baja,0.9434832613439194,B,True,MEDICAMENTOS,GENTAMICINA 80MG/2ML SOL. INYECTABLE 
707755,1153,96.08333333333333,38.41509725315943,0.3998102055836194,Baja,0.9440558329302654,B,True,MEDICAMENTOS,METOPROLOL SUCCINATO TABLETA 50MG
702055,1150,95.83333333333333,37.68972209389652,0.3932840566319637,Baja,0.9446269147379827,B,True,DISPOSITIVOS MEDICO,SONDA NELATON # 14   
715068,1134,94.5,18.593742838042928,0.19675918347135374,Baja,0.9451900510596796,B,True,DISPOSITIVOS MEDICO,SET DE LINEA (CATETER ARTERIAL CATH 20X8)
701855,1132,94.33333333333333,42.121757136216715,0.4465203936701419,Baja,0.9457521941956238,B,True,DISPOSITIVOS MEDICO,VENDA SEMIELASTICA 6X4.1  
F009101,1123,93.58333333333333,31.137403212019443,0.3327238099236272,Baja,0.9463098679956816,B,True,MEDICAMENTOS,FLUCONAZOL 200MG CAPSULA 
H004701,1114,92.83333333333333,33.964776763671814,0.3658683313860519,Baja,0.9468630724598529,B,True,MEDICAMENTOS,HEPARINA SODICA 5.000 UI/ML SOL. INYECTABLE
718798,1091,90.91666666666667,37.671929104098744,0.4143566904208844,Baja,0.9474048552878699,B,True,MEDICAMENTOS,SERTRALINA TABLETA 50MG
717219,1059,88.25,47.25390796729746,0.5354550477880732,Media,0.9479307471438461,B,True,CONTROLADOS,"CLONAZEPAM TABLETA 0,5 MG "
C0000047,1053,87.75,33.56980515555338,0.3825618821145685,Baja,0.9484536594425645,B,True,MEDICAMENTOS,"CARVEDILOL TABLETA 12,5MG"
702240,1030,85.83333333333333,128.6374986565195,1.4986893047361498,Alta,0.9489651501051287,B,True,DISPOSITIVOS MEDICO,GUANTE ESTERIL 6.5 (PAR)
701865,1026,85.5,21.873603851550055,0.25583162399473747,Baja,0.9494746543961877,B,True,DISPOSITIVOS MEDICO,VENDA ELASTICA 6X5
702051,1015,84.58333333333333,46.036464466833905,0.5442734715290708,Media,0.9499786961656078,B,True,DISPOSITIVOS MEDICO,SONDA NELATON # 8
719819,1009,84.08333333333333,35.617815596675605,0.4236013747870241,Baja,0.9504797583777701,C,False,MEDICAMENTOS,LINEZOLID 600MG SOL. INYECTABLE 
715794,989,82.41666666666667,35.68156726412452,0.43294115992871,Baja,0.950970888732407,C,False,NUTRICION,GLUTAPAK R POLVO PARA SOLUCIÓN ORAL 15G) ALIMENTO A BASE DE GLUTAMINA Y LACTOB
730039,988,82.33333333333333,71.19414344316576,0.864706195665981,Media,0.9514615224941675,C,False,NUTRICION,"RECONVAN SOLUCIÓN ORAL 1,0KCAL/1ML (500KCAL/500ML)) ALIMENTO LÍQUIDO PARA ADMI"
700968,978,81.5,55.77144919629169,0.6843122600771987,Media,0.9519471903271653,C,False,NUTRICION,"ENSURE SOLUCIÓN ORAL 1,05KCAL/1ML (248,9KCAL/237ML) ALIMENTO LIQUIDO CON PROTEÍN"
120900,969,80.75,67.94533230339066,0.8414282638190793,Media,0.9524283888242766,C,False,NUTRICION,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO "
701277,962,80.16666666666667,37.65835252837696,0.46975075918973336,Baja,0.952906111171254,C,False,DISPOSITIVOS MEDICO,BOLSA NUTRICION ENTERAL 1500 ML
710111,952,79.33333333333333,12.20531429213099,0.15384849948064272,Baja,0.9533788675894687,C,False,DISPOSITIVOS MEDICO,SEDA 2-0 SS623 (SC-2) SOFSILK RECTA
705297,940,78.33333333333333,32.63108761270269,0.4165670759068429,Baja,0.953845664893168,C,False,MEDICAMENTOS,PIRIDOXINA CÁPSULA 50MG (VITAMINA B6)
700860,932,77.66666666666667,25.92413173204854,0.33378710384611854,Baja,0.954308489453857,C,False,MEDICAMENTOS,EPINEFRINA 1MG/ML SOL. INYECTABLE 
702627,923,76.91666666666667,11.602964615941389,0.15085111093314915,Baja,0.9547668446786597,C,False,DISPOSITIVOS MEDICO,LINER FLEX 1000CC TAPA AZUL-GEL SOLIDIFICANTE
702074,918,76.5,13.38588130015421,0.17497884052489163,Baja,0.955222716939081,C,False,DISPOSITIVOS MEDICO,S/TRACH-CARE 14FR S/CERRADO/LARGA 22106
702358,910,75.83333333333333,6.293334617359911,0.0829890279212296,Baja,0.955674616456492,C,False,DISPOSITIVOS MEDICO,CYSTOFLOW 2000 ML ADULTO
701942,894,74.5,39.89417820366093,0.5354923248813548,Media,0.9561185704878826,C,False,DISPOSITIVOS MEDICO,BATA T/XL (BATA PACIENTE)
718001,889,74.08333333333333,37.502626170669295,0.506222175532094,Media,0.9565600415548919,C,False,MEDICAMENTOS,ESCITALOPRAN 10MG TABLETA 
702626,887,73.91666666666667,17.010469147147607,0.2301303605025606,Baja,0.9570005194361486,C,False,DISPOSITIVOS MEDICO,LINER FLEX 1500CC TAPA AZUL - GEL SOLIDIFICANTE
701848,884,73.66666666666667,17.644640357154735,0.2395200048482543,Baja,0.9574395075387765,C,False,DISPOSITIVOS MEDICO,BACTIGRAS 15X20 
715623,868,72.33333333333333,53.45743137952824,0.7390428301317269,Media,0.9578705501553839,C,False,CONTROLADOS,OXICODONA TABLETA DE LIBERACIÓN CONTROLADA 10MG 
708852,867,72.25,38.5159353090026,0.5330925302284097,Media,0.9583010961791151,C,False,DISPOSITIVOS MEDICO,TRAMPA DE LUKEN    
F008701,857,71.41666666666667,16.56095261496607,0.23189198527373725,Baja,0.9587266762740835,C,False,MEDICAMENTOS,FITOMENADIONA 10MG/1ML SOL. INYECTABLE (VITAMINA K)
E008012,857,71.41666666666667,29.5710495197071,0.4140637038932149,Baja,0.9591522563690519,C,False,MEDICAMENTOS,ESPIRONOLACTONA 100MG TABLETA 
700646,839,69.91666666666667,28.059865655524092,0.4013330010325257,Baja,0.9595688977922474,C,False,MEDICAMENTOS,MILRINONA SOL. INYECTABLE 10MG/10ML
D009705,837,69.75,16.949792168208276,0.24300777302090718,Baja,0.9599845460296903,C,False,MEDICAMENTOS,DEXTROSA AL 10% AGUA DESTILADA 250 ML
719059,833,69.41666666666667,59.24288731121819,0.853438952862687,Media,0.9603982078956281,C,False,CONTROLADOS,METADONA TABLETA 10MG 
L003011,818,68.16666666666667,44.5886926826916,0.6541128510908303,Media,0.9608044208684218,C,False,MEDICAMENTOS,LEVODOPA/CARBIDOPA TABLETA 250MG/25MG
N002141,817,68.08333333333333,51.35342483636552,0.7542730698119783,Media,0.9612101372483391,C,False,MEDICAMENTOS,NAPROXENO TABLETA 250MG
T020702,796,66.33333333333333,44.526464721624386,0.6712532370094129,Media,0.9616054251778547,C,False,MEDICAMENTOS,TRAMADOL SOL. INYECTABLE 100MG/2ML
700067,770,64.16666666666667,29.30663385444988,0.45672676136805007,Baja,0.9619878016925871,C,False,MEDICAMENTOS,TRIMETOPRIM/SULFAMETOXAZOL TABLETA 160MG/800MG
K0000008,761,63.416666666666664,14.387231291753958,0.2268682989501281,Baja,0.9623657088714331,C,False,MEDICAMENTOS,POLIETILENGLICOL/SODIO SULFATO/SODIO BICARBONATO/SODIO CLORURO/POTASIO CLORURO P
A008011,753,62.75,24.587968232820334,0.39184013120032407,Baja,0.9627396433072688,C,False,MEDICAMENTOS,ALBENDAZOL TABLETA 200 MG
718747,747,62.25,53.49277776230426,0.8593217311213536,Media,0.9631105981858469,C,False,MEDICAMENTOS,RIFAXIMINA CÁPSULA 200MG
719275,740,61.666666666666664,42.99541906536161,0.6972230118707289,Media,0.9634780769142911,C,False,DISPOSITIVOS MEDICO,AGUJA P/INSULINA TIPO LAPICERO
C003102,739,61.583333333333336,40.43728777284948,0.6566271356890307,Media,0.963845059049859,C,False,MEDICAMENTOS,"CALCITRIOL 0,50MCG CÁPSULA "
717763,729,60.75,73.87597099807955,1.2160653662235317,Alta,0.964207075256664,C,True,MEDICAMENTOS,LACOSAMIDA TABLETA 100MG
702019,712,59.333333333333336,17.17997424769651,0.28955012777016587,Baja,0.9645606493845724,C,False,DISPOSITIVOS MEDICO,SONDA ENTERAL 12FR X 43 (ALIMENTACION)   
700587,709,59.083333333333336,28.34995056379635,0.4798299108117859,Baja,0.964912733733852,C,False,CONTROLADOS,MEPERIDINA 100MG/2ML SOL. INYECTABLE
702075,692,57.666666666666664,21.651509850074632,0.3754597083827971,Baja,0.965256376004235,C,False,DISPOSITIVOS MEDICO,S/TRACH-CARE 16FR S/CERRADO/22606
R008703,685,57.083333333333336,25.571498101431505,0.4479678499520847,Baja,0.9655965421244839,C,False,MEDICAMENTOS,AGUA ESTERIL PARA IRRIGACION 3000 ML 
706722,677,56.416666666666664,62.23629215020815,1.1031543660302774,Alta,0.9659327355017227,C,True,MEDICAMENTOS,CALCIO CARBONATO/VITAMINA D TABLETA 600MG/125UI
120898,667,55.583333333333336,50.231207853527096,0.9037098864202775,Media,0.9662639629501987,C,False,NUTRICION,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO "
M011011,650,54.166666666666664,40.747188042039575,0.7522557792376537,Media,0.966586748319778,C,False,MEDICAMENTOS,METFORMINA TABLETA 850MG
H011161,627,52.25,41.32383199691301,0.790886736783024,Media,0.966898112053203,C,False,MEDICAMENTOS,FERROSO SULFATO 300MG TABLETA 
700142,627,52.25,20.679919992811644,0.3957879424461559,Baja,0.967209475786628,C,False,MEDICAMENTOS,WARFARINA SODICA TABLETA 5MG
730041,625,52.083333333333336,51.690439301204584,0.9924564345831279,Media,0.9675198463343003,C,False,NUTRICION,(FRESUBIN HP SOLUCIÓN ORAL 2KCAL/1ML (1000KCAL/500ML)) ALIMENTO LÍQUIDO PARA AD
V0000012,625,52.083333333333336,17.609183210283586,0.33809631763744485,Baja,0.9678302168819728,C,False,MEDICAMENTOS,VASOPRESINA 20UI/ML SOL. INYECTABLE 
730242,623,51.916666666666664,45.92574705352372,0.8846050796826399,Media,0.9681395942438926,C,False,MEDICAMENTOS,COLISTIMETATO 150 MG - EQUIVALENTE A 150 MG DE COLISTINA BASE
701930,614,51.166666666666664,9.80568789792512,0.19164210875423687,Baja,0.9684445022699261,C,False,DISPOSITIVOS MEDICO,PRESTOBARBA    
153257,608,50.666666666666664,37.51444166362247,0.7404166117820224,Media,0.9687464307387018,C,False,MEDICAMENTOS,ANFOTERICINA B LIPOSOMAL 50MG POLVO LIOFILIZADO 50MG
702641,606,50.5,8.479922812684732,0.16791926361751944,Baja,0.9690473660217249,C,False,DISPOSITIVOS MEDICO,MASCARA VENTURY ADULTO
730063,604,50.333333333333336,30.772872744833183,0.6113815777119175,Media,0.9693473081189956,C,False,NUTRICION,SURVIMED OPD SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LIQUIDO OLIGO
730134,593,49.416666666666664,34.42900028473177,0.6967082688309971,Media,0.9696417876946272,C,False,MEDICAMENTOS,CLOROQUINA 150MG TABLETA 
A013012,577,48.083333333333336,32.05806758009123,0.6667189098112561,Media,0.9699283217842384,C,False,MEDICAMENTOS,ALOPURINOL TABLETA 300MG
M016011,565,47.083333333333336,29.601776154736925,0.6287102900121116,Media,0.9702088967593342,C,False,MEDICAMENTOS,METOCLOPRAMIDA TABLETA 10MG
A020702,552,46.0,24.15103987973866,0.5250226060812753,Media,0.9704830160270385,C,False,MEDICAMENTOS,AMIKACINA 500MG/2ML SOL. INYECTABLE 
730034,541,45.083333333333336,22.19524246046409,0.49231591409532177,Baja,0.9707516727731037,C,False,NUTRICION,(FRESUBIN ORIGINAL SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LÍQUIDO 
707121,541,45.083333333333336,27.516799276519105,0.6103541429172444,Media,0.971020329519169,C,False,MEDICAMENTOS,CIPROFLOXACINO 500MG TABLETA
P039701,537,44.75,18.096333129318566,0.4043873324987389,Baja,0.9712869998937291,C,False,MEDICAMENTOS,"POTASIO FOSFATO DIBASICO/MONOBASICO SOLUCIÓN INYECTABLE 3,8MEQ/2,6MM/1ML (38MEQ"
701429,536,44.666666666666664,37.34685902171532,0.8361237094413878,Media,0.9715531736754129,C,False,DISPOSITIVOS MEDICO,SEDA 2-0 623H (KS)75CM  
A034011,533,44.416666666666664,23.952446575865626,0.5392670898881567,Media,0.9718178576784681,C,False,MEDICAMENTOS,AZATIOPRINA 50MG TABLETA
705505,529,44.083333333333336,35.23288322868369,0.7992336460192897,Media,0.9720805553100179,C,False,DISPOSITIVOS MEDICO,GASA ESTERIL 7.5 X 7.5 
19973360,523,43.583333333333336,17.037169703772733,0.39091020352824624,Baja,0.9723402733843103,C,False,MEDICAMENTOS,DOBUTAMINA 250MG/20ML SOL. INYECTABLE
702417,516,43.0,9.175065023301915,0.2133736051930678,Baja,0.9725965153084686,C,False,DISPOSITIVOS MEDICO,HUMIDIFICADOR 3PSI
700307,510,42.5,41.07531884455455,0.9664780904601071,Media,0.9728497776753693,C,False,MEDICAMENTOS,PREPARADO MAGISTRAL DE OMEPRAZOL ENTERAL 20 MG/10 ML
N0000018,502,41.833333333333336,125.348121306829,2.9963694336293782,Alta,0.9730990672992598,C,True,MEDICAMENTOS,NITAZOXANIDA TABLETA 500MG
M026721,501,41.75,24.011834203537678,0.575133753378148,Media,0.973347860330274,C,False,MEDICAMENTOS,MEROPENEM POLVO LIOFILIZADO 500MG
700980,496,41.333333333333336,58.5511949002104,1.416561166940574,Alta,0.9735941703969069,C,True,NUTRICION,(PEPTAMEN PREBIO SOL. ORAL 1KCAL/1ML (250KCAL/250ML)) ALIMENTO LIQUIDO CON PROTE
C008142,496,41.333333333333336,44.072942293704905,1.0662808619444735,Alta,0.9738404804635397,C,True,MEDICAMENTOS,CEFALEXINA 500MG CAPSULA 
I017471,493,41.083333333333336,8.68078686560502,0.2112970433818666,Baja,0.9740853007515436,C,False,MEDICAMENTOS,IPRATROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 20MCG//1PUFF/200PUFF
M013721,491,40.916666666666664,14.761487565672883,0.36076955353986684,Baja,0.9743291278537951,C,False,MEDICAMENTOS,METILPREDNISOLONA SUCCINATO 500MG POLVO LIOFILIZADO 
713258,487,40.583333333333336,24.201646575588548,0.5963444741418122,Media,0.9745709685845415,C,False,CONTROLADOS,"ALPRAZOLAM TABLETA 0,50 MG "
703789,482,40.166666666666664,33.854859550019036,0.8428595738593951,Media,0.9748103263509065,C,False,MEDICAMENTOS,RISPERIDONA 1 MG TABLETA 
704252,481,40.083333333333336,18.352400553077683,0.45785614685432885,Baja,0.9750491875243952,C,False,MEDICAMENTOS,CASPOFUNGINA 50MG POLVO LIOFILIZADO 
710703,481,40.083333333333336,39.227676531507775,0.9786530527611087,Media,0.9752880486978838,C,False,MEDICAMENTOS,HIDROXICARBAMIDA CÁPSULA 500MG
700948,480,40.0,35.74149612781404,0.8935374031953509,Media,0.9755264132784962,C,False,MEDICAMENTOS,MEDROXIPROGESTERONA ACETATO SUSPENSIÓN INYECTABLE 50MG/ML (150MG/3ML)
D010701,469,39.083333333333336,21.99362855396301,0.5627367647069427,Media,0.9757593153374696,C,False,MEDICAMENTOS,DEXTROSA 5% EN SOL. SALINA 0.9% 500 ML
C035251,467,38.916666666666664,28.84585469930356,0.7412211057636889,Media,0.9759912242106904,C,False,MEDICAMENTOS,COLESTIRAMINA 4G POLVO PARA SOLUCIÓN ORAL
708786,463,38.583333333333336,11.90460822411628,0.30854276174815415,Baja,0.9762211467124062,C,False,DISPOSITIVOS MEDICO,SENSOR NEONATAL PULSOXIMETRO
730038,458,38.166666666666664,24.078784827891102,0.6308851919971468,Media,0.9764485862497405,C,False,NUTRICION,"SURVIMED OPD SOLUCIÓN ORAL 1,33KCAL/1ML (665KCAL/500ML)) ALIMENTO LIQUIDO OLIG"
706682,453,37.75,38.69960065567978,1.025154984256418,Alta,0.9766735428226935,C,True,MEDICAMENTOS,QUETIAPINA TABLETA 100MG
702054,451,37.583333333333336,16.881718640068144,0.44918098377121446,Baja,0.9768975062098939,C,False,DISPOSITIVOS MEDICO,SONDA NELATON # 12 
716842,448,37.333333333333336,48.29141337816285,1.2935200012007906,Alta,0.9771199798184655,C,True,MEDICAMENTOS,TERLIPRESINA ACETATO 1MG
C031321,439,36.583333333333336,17.665880485651805,0.48289422739822696,Baja,0.9773379840911506,C,False,MEDICAMENTOS,CLOTRIMAZOL CREMA TÓPICA 1% 
C003101,437,36.416666666666664,26.88513727062977,0.7382646390104285,Media,0.9775549951780832,C,False,MEDICAMENTOS,"CALCITRIOL 0,25MCG CÁPSULA "
700631,430,35.833333333333336,52.67021468678019,1.469866456375261,Alta,0.9777685301148819,C,True,MEDICAMENTOS,"OCTREOTIDE SOLUCIÓN INYECTABLE 0,1MG/1ML"
157471,430,35.833333333333336,52.67021468678019,1.469866456375261,Alta,0.9779820650516804,C,True,MEDICAMENTOS,OCTEOTRIDE ACETATO SOLUCIÓN INYECTABLE 20MG
730189,429,35.75,123.84163274117473,3.464101615137755,Alta,0.9781951033956028,C,True,DISPOSITIVOS MEDICO,APOSITO PERIFERICO IV3000 7X9CM (TEGADERM PERIFERICO)
701452,427,35.583333333333336,14.323904580254728,0.40254532778233426,Baja,0.9784071485537725,C,False,MEDICAMENTOS,NITROGLICERINA SOLUCIÓN INYECTABLE 50MG/250ML
D0000011,425,35.416666666666664,31.213220780867065,0.8813144691068349,Media,0.9786182005261899,C,False,MEDICAMENTOS,DILTIAZEM 60MG TABLETA 
A024011,423,35.25,22.0994652341717,0.6269351839481333,Media,0.9788282593128546,C,False,MEDICAMENTOS,AMITRIPTILINA 25MG TABLETA 
700021,418,34.833333333333336,31.817186131607134,0.9134120420557071,Media,0.9790358351351378,C,False,MEDICAMENTOS,ALFAMETILDOPA TABLETA 250MG
700974,416,34.666666666666664,27.727024340665892,0.7998180098269008,Media,0.9792424177716685,C,False,NUTRICION,GLUCERNA SOLUCIÓN ORAL 1KCAL/1ML (1500KCAL/1500ML)) ALIMENTO LÍQUIDO PARA PROP
S010721,414,34.5,19.984084576573338,0.5792488283064735,Media,0.9794480072224467,C,False,MEDICAMENTOS,NITROPRUSIATO POLVO LIOFILIZADO 50MG
700887,412,34.333333333333336,14.008655333129738,0.4080190873727108,Baja,0.9796526034874724,C,False,MEDICAMENTOS,"BETAMETILDIGOXINA 0,2MG/2ML SOL. INYECTABLE"
152912,411,34.25,31.1685301662955,0.9100300778480438,Media,0.9798567031596218,C,False,MEDICAMENTOS,PARACETAMOL SOLUCIÓN INYECTABLE 1G/100ML
713099,404,33.666666666666664,5.262791055796315,0.15632052640979155,Baja,0.9800573266816373,C,False,DISPOSITIVOS MEDICO,CATETER VENOSO CENTRAL TRILUMEN (CVC) 7FRX20CM 
700441,401,33.416666666666664,7.292067088572515,0.21821647147847928,Baja,0.9802564604250239,C,False,MEDICAMENTOS,POTASIO GLUCONATO ELIXIR 20MEQ/15ML 
730066,399,33.25,7.072674690152748,0.21271202075647364,Baja,0.980454600982658,C,False,DISPOSITIVOS MEDICO,EQUIPO DE INFUSION DE LIQUIDOS FOTOSENSIBLES
C034011,399,33.25,31.513705532095653,0.9477806175066362,Media,0.980652741540292,C,False,MEDICAMENTOS,"COLCHICINA 0,5MG TABLETA"
704102,395,32.916666666666664,13.385598321488748,0.4066510882477595,Baja,0.980848895726421,C,False,MEDICAMENTOS,HIERRO SACAROSA SOL. INYECTABLE 100MG/5ML
H0000004,395,32.916666666666664,33.25783115798944,1.0103644908756286,Alta,0.98104504991255,C,True,MEDICAMENTOS,L-ASPARTATO/L-ORNITINA SOLUCIÓN INYECTABLE 5G/10ML
R005101,393,32.75,35.304197535652385,1.0779907644474012,Alta,0.9812402109129265,C,True,MEDICAMENTOS,RIFAMPICINA CÁPSULA 300MG
151766,386,32.166666666666664,54.801846905395664,1.7036843597532332,Alta,0.9814318957631689,C,True,CONTROLADOS,CLOBAZAM TABLETA 10 MG 
705632,374,31.166666666666668,10.894813889964789,0.3495662210683889,Baja,0.9816176214988961,C,False,MEDICAMENTOS,SALBUTAMOL SUSP. PARA INHALACIÓN 100MCG//1PUFF/200PUFF
L0000017,367,30.583333333333332,8.240237566448867,0.26943556075582126,Baja,0.9817998710844893,C,False,MEDICAMENTOS,INSULINA GLARGINA 100UI/ML x 10 ML (1000UI) SOL. INYECTABLE 
708363,364,30.333333333333332,19.671545363028727,0.6485124844954526,Media,0.9819806308914537,C,False,MEDICAMENTOS,CIANOCOBALAMINA 1MG/1ML (VITAMINA B12) SOL. INYECTABLE
706670,357,29.75,54.559600438419636,1.833936149190576,Alta,0.9821579145482843,C,True,MEDICAMENTOS,ACICLOVIR TABLETA 800MG
D0000020,355,29.583333333333332,42.433816560365955,1.434382531618004,Alta,0.9823342050193622,C,True,MEDICAMENTOS,"DIPIRONA 2,5G/5ML SOL. INYECTABLE "
G003704,354,29.5,14.260562273754719,0.48340889063575315,Baja,0.9825099988975639,C,False,MEDICAMENTOS,GENTAMICINA 160MG/2ML SOL. INYECTABLE 
702063,343,28.583333333333332,26.455651856484565,0.9255621640752618,Media,0.9826803302541265,C,False,DISPOSITIVOS MEDICO,SONDA SUCCION # 12
V0000004,342,28.5,25.994754715658942,0.9120966566897875,Media,0.9828501650178127,C,False,MEDICAMENTOS,VALSARTAN TABLETA 160MG
700821,342,28.5,24.013253916043187,0.8425703128436206,Media,0.9830199997814991,C,False,MEDICAMENTOS,DALTEPARINA SODICA 5.000 UI (ANTIFACTOR XA) SOL. INYECTABLE
C046101,338,28.166666666666668,49.724391916997355,1.7653630266389593,Alta,0.9831878481736804,C,True,MEDICAMENTOS,CALCIO CARBONATO/VITAMINA D TABLETA 600MG/200UI
A002451,335,27.916666666666668,12.21369077814902,0.43750534130683055,Baja,0.9833542067872328,C,False,MEDICAMENTOS,BECLOMETASONA 50MCG/ PUFF SOL. PARA INHALACIÓN
162958,330,27.5,29.886147596868657,1.0867690035224966,Alta,0.9835180824364038,C,True,MEDICAMENTOS,INDACATEROL/GLICOPIRRONIO POLVO PARA INHALACIÓN EN CÁPSULA 110MCG/50MCG
702061,329,27.416666666666668,15.802521854745116,0.5763837758569647,Media,0.9836814614926986,C,False,DISPOSITIVOS MEDICO,SONDA SUCCION # 8   
715576,328,27.333333333333332,58.98279153252834,2.1579070072876223,Alta,0.9838443439561171,C,True,MEDICAMENTOS,DORIPENEM POLVO LIOFILIZADO 500MG
717864,325,27.083333333333332,15.962788166877553,0.589395255392402,Media,0.9840057366409067,C,False,MEDICAMENTOS,"TAMSULOSINA CÁPSULA DE LIBERACIÓN CONTROLADA 0,4MG"
703730,321,26.75,12.920209680257447,0.4829984927199045,Baja,0.9841651429541913,C,False,DISPOSITIVOS MEDICO,S/TRACH-CARE 14FR/ 4445P02514  CORTA 
702021,313,26.083333333333332,9.53899492831526,0.3657122656223103,Baja,0.9843205765244657,C,False,DISPOSITIVOS MEDICO,SONDA FOLEY 2 VIAS 16FRX30CM   
B005701,307,25.583333333333332,10.317314073777618,0.4032826348056398,Baja,0.9844730305374824,C,False,MEDICAMENTOS,BETAMETASONA 4MG/1ML SOL. INYECTABLE
