producto_id,nombre_producto,categoria,categoria_abc,variabilidad,metodo_pronostico,demanda_promedio_mensual_pronosticada,lead_time_semanas,lead_time_meses,stock_seguridad,punto_reorden,inventario_actual,eoq,limite_presupuesto_unidades,cantidad_sugerida_pedido,fecha_estimada_pedido,dias_para_pedido,ordenar
701405,PROLENE 2 0 8423T (CT1)75CM,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.21,1.0,0.23,0.07,0.11,,,,,,,NO
701428,SEDA 2-0 185T (SC26)45CM ,DISPOSITIVOS MEDICO,C,Media,Media móvil,12.78,1.0,0.23,1.73,4.67,31.0,,0.0,0.0,2022-08-02,63.0,NO
701429,SEDA 2-0 623H (KS)75CM  ,DISPOSITIVOS MEDICO,C,Media,Media móvil,49.94,1.0,0.23,3.45,14.94,0.0,,,14.94,2022-06-01,0.0,SI
701442,DEXTROSA 50% EN AGUA DESTILADA 500 ML,MEDICAMENTOS,C,Alta,XGBoost,0.87,1.0,0.23,0.02,0.22,0.0,,,0.22,2022-06-01,0.0,SI
701452,NITROGLICERINA SOLUCIÓN INYECTABLE 50MG/250ML,MEDICAMENTOS,C,Baja,Media móvil,33.48,1.0,0.23,1.65,9.36,22.0,,0.0,0.0,2022-06-12,11.0,NO
701479,"SODIO CLORURO ENEMA RECTAL 2,5G/1000ML",MEDICAMENTOS,C,Baja,Media móvil,27.66,1.0,0.23,0.63,6.99,12.0,,0.0,0.0,2022-06-06,6.0,NO
701694,DUODERM CGF 20 X 20 CM/8X8,MEDICAMENTOS,C,Media,Media móvil,7.75,1.0,0.23,0.89,2.67,5.0,,0.0,0.0,2022-06-10,9.0,NO
701715,DUODERM ET 10X10/4X4   ,DISPOSITIVOS MEDICO,C,Media,Media móvil,3.12,1.0,0.23,0.3,1.02,8.0,,0.0,0.0,2022-08-08,68.0,NO
701725,DUODERM GEL TBX30GR,MEDICAMENTOS,C,Media,Media móvil,2.57,1.0,0.23,0.21,0.8,1.0,,0.0,0.0,2022-06-03,2.0,NO
701727,DUODERM PASTA TBX30GR ,MEDICAMENTOS,C,Alta,XGBoost,0.08,1.0,0.23,0.02,0.04,,,,,,,NO
701829,SURGICEL 4X8 REF 1952 (10.2CMX20.3CM) ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.15,1.0,0.23,0.0,0.04,0.0,,,0.04,2022-06-01,0.0,SI
701833,TEGADERM 10CMX12CM REF 1626W ,MEDICAMENTOS,C,Alta,XGBoost,3.85,1.0,0.23,0.69,1.58,0.0,,,1.58,2022-06-01,0.0,SI
701835,TEGADERM 6CMX7CM REF 1624W X100 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,7.57,1.0,0.23,1.14,2.88,0.0,,,2.88,2022-06-01,0.0,SI
701841,ALGODON LAMINADO 4X5,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.0,1.0,0.23,0.38,0.61,1.0,,1.0,0.0,2022-06-12,12.0,NO
701842,ALGODON LAMINADO 5X5,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.69,1.0,0.23,0.12,0.28,12.0,,0.0,0.0,2023-10-28,515.0,NO
701843,ALGODON LAMINADO 6X5,DISPOSITIVOS MEDICO,C,Media,Media móvil,8.21,1.0,0.23,0.67,2.56,4.0,,0.0,0.0,2022-06-06,5.0,NO
701847,BACTIGRAS 10X10 ,DISPOSITIVOS MEDICO,C,Media,Media móvil,11.34,1.0,0.23,0.06,2.67,8.0,,0.0,0.0,2022-06-15,14.0,NO
701848,BACTIGRAS 15X20 ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,63.49,1.0,0.23,1.43,16.04,9.0,,0.0,7.04,2022-06-01,0.0,SI
701849,BACTIGRAS 5X5 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.24,1.0,0.23,1.17,1.69,0.0,,,1.69,2022-06-01,0.0,SI
701853,VENDA SEMIELASTICA 3X4.1,DISPOSITIVOS MEDICO,C,Alta,XGBoost,12.79,1.0,0.23,2.35,5.3,0.0,,,5.3,2022-06-01,0.0,SI
701854,VENDA SEMIELASTICA 4X4.1    ,DISPOSITIVOS MEDICO,C,Media,Media móvil,14.11,1.0,0.23,1.3,4.55,0.0,,,4.55,2022-06-01,0.0,SI
701855,VENDA SEMIELASTICA 6X4.1  ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,49.9,1.0,0.23,11.21,22.7,0.0,,,22.7,2022-06-01,0.0,SI
701863,VENDA ELASTICA 4X5  ,DISPOSITIVOS MEDICO,C,Media,Media móvil,2.36,1.0,0.23,0.27,0.81,19.0,,0.0,0.0,2023-01-21,235.0,NO
701864,VENDA ELASTICA 5X5 ,DISPOSITIVOS MEDICO,C,Media,Media móvil,5.83,1.0,0.23,0.86,2.2,20.0,,0.0,0.0,2022-09-01,93.0,NO
701865,VENDA ELASTICA 6X5,DISPOSITIVOS MEDICO,B,Baja,XGBoost,84.08,1.0,0.23,5.79,25.14,19.0,,0.0,6.14,2022-06-01,0.0,SI
701866,VENDA ELASTICA 3X5 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.25,1.0,0.23,0.0,0.06,0.0,,,0.06,2022-06-01,0.0,SI
701930,PRESTOBARBA    ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,49.12,1.0,0.23,1.07,12.37,29.0,,0.0,0.0,2022-06-11,10.0,NO
701942,BATA T/XL (BATA PACIENTE),DISPOSITIVOS MEDICO,C,Media,Media móvil,16.2,1.0,0.23,6.31,10.04,0.0,,,10.04,2022-06-01,0.0,SI
701943,BATON QUIRURGICO,DISPOSITIVOS MEDICO,B,Media,XGBoost,104.08,1.0,0.23,25.95,49.91,16.0,,0.0,33.91,2022-06-01,0.0,SI
701954,BARRERA STOMAHESIVE 45 50MM,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.83,1.0,0.23,0.04,0.23,3.0,,0.0,0.0,2022-09-10,102.0,NO
701961,CATETER TROCAR RECTO 10FR (TUBO TORAX),DISPOSITIVOS MEDICO,C,Media,Media móvil,7.92,1.0,0.23,0.76,2.58,4.0,,0.0,0.0,2022-06-06,5.0,NO
701962,CATETER TROCAR RECTO 20FR,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.16,1.0,0.23,0.03,0.07,2.0,,0.0,0.0,2023-05-27,360.0,NO
701964,CATETER TROCAR RECTO 28FR ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.11,1.0,0.23,0.12,0.38,1.0,,0.0,0.0,2022-06-18,17.0,NO
701965,CATETER TROCAR RECTO 32FR,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.53,1.0,0.23,0.05,0.17,1.0,,0.0,0.0,2022-07-18,47.0,NO
701966,CATETER TROCAR RECTO 36FR,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.2,1.0,0.23,0.07,0.12,1.0,,0.0,0.0,2022-10-11,132.0,NO
701977,VENDA YESO 4X5  ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.15,1.0,0.23,0.02,0.06,0.0,,,0.06,2022-06-01,0.0,SI
701978,VENDA YESO 5X5    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.92,1.0,0.23,0.17,0.38,2.0,,0.0,0.0,2022-07-24,54.0,NO
701979,VENDA YESO 6X5 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.24,1.0,0.23,0.09,0.15,0.0,,,0.15,2022-06-01,0.0,SI
701996,SUNITINIB 50 MG CAPSULA,MEDICAMENTOS,C,Alta,XGBoost,4.55,1.0,0.23,1.77,2.82,1.0,,0.0,1.82,2022-06-01,0.0,SI
702017,SONDA ENTERAL 6FR (ALIMENTACION)  ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.15,1.0,0.23,0.01,0.04,1.0,,0.0,0.0,2022-12-08,190.0,NO
702019,SONDA ENTERAL 12FR X 43 (ALIMENTACION)   ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,77.43,1.0,0.23,3.42,21.24,11.0,,0.0,10.24,2022-06-01,0.0,SI
702020,SONDA FOLEY 2 VÍAS 16FRX5CM    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,5.14,1.0,0.23,2.0,3.18,0.0,,,3.18,2022-06-01,0.0,SI
702021,SONDA FOLEY 2 VIAS 16FRX30CM   ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,19.15,1.0,0.23,1.8,6.21,13.0,,0.0,0.0,2022-06-11,11.0,NO
702022,SONDA FOLEY 2 VÍAS 18FRX5CM ,DISPOSITIVOS MEDICO,C,Media,Media móvil,5.33,1.0,0.23,2.08,3.31,16.0,,0.0,0.0,2022-08-12,72.0,NO
702023,SONDA FOLEY 2 VÍAS 18FRX30CM    ,DISPOSITIVOS MEDICO,C,Media,Media móvil,20.75,1.0,0.23,1.96,6.74,0.0,,,6.74,2022-06-01,0.0,SI
702024,SONDA FOLEY 2 VIAS 14FRX5CM,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.63,1.0,0.23,0.25,0.63,1.0,,0.0,0.0,2022-06-07,7.0,NO
702025,SONDA FOLEY 2 VÍAS 12FRX5CM,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.69,1.0,0.23,0.12,0.28,3.0,,0.0,0.0,2022-09-28,119.0,NO
702028,SONDA FOLEY 2 VÍAS 24FRX5CM    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.1,1.0,0.23,0.02,0.04,0.0,,,0.04,2022-06-01,0.0,SI
702029,SONDA FOLEY 2 VÍAS 24FRX5CM-30CM    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.85,1.0,0.23,0.11,0.3,0.0,,,0.3,2022-06-01,0.0,SI
702031,SONDA FOLEY 2 VÍAS 22FRX30CM    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.09,1.0,0.23,0.68,1.16,2.0,,0.0,0.0,2022-06-13,12.0,NO
702032,SONDA FOLEY 2 VÍAS 20FRX15CM    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.03,1.0,0.23,1.1,1.57,0.0,,,1.57,2022-06-01,0.0,SI
702033,SONDA FOLEY 2 VÍAS 20FRX30CM   ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.97,1.0,0.23,0.38,1.06,7.0,,0.0,0.0,2022-07-31,61.0,NO
702035,SONDA FOLEY 3 VÍAS 20FRX30CM       ,DISPOSITIVOS MEDICO,C,Media,Media móvil,0.89,1.0,0.23,0.12,0.33,0.0,,,0.33,2022-06-01,0.0,SI
702037,SONDA FOLEY 3 VÍAS 22FRX30CM     ,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.15,1.0,0.23,0.11,0.37,0.0,,,0.37,2022-06-01,0.0,SI
702039,SONDA FOLEY 3 VÍAS 24FRX30CM    ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.92,1.0,0.23,0.29,0.73,,,,,,,NO
702040,SONDA NASOGASTRICA # 6 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.81,1.0,0.23,0.1,0.28,8.0,,1.0,0.0,2023-03-19,291.0,NO
702041,SONDA NASOGASTRICA # 8,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.55,1.0,0.23,0.08,0.44,1.0,,1.0,0.0,2022-06-12,11.0,NO
702043,SONDA NASOGASTRICA # 12,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.32,1.0,0.23,0.04,0.11,0.0,,,0.11,2022-06-01,0.0,SI
702044,SONDA NASOGASTRICA # 14,DISPOSITIVOS MEDICO,C,Baja,Media móvil,3.97,1.0,0.23,0.29,1.2,2.0,,0.0,0.0,2022-06-07,6.0,NO
702045,SONDA NASOGASTRICA # 16   ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,15.2,1.0,0.23,0.59,4.09,7.0,,0.0,0.0,2022-06-06,6.0,NO
702046,SONDA NASOGASTRICA # 18 ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,7.84,1.0,0.23,0.21,2.02,5.0,,0.0,0.0,2022-06-12,12.0,NO
702047,SONDA NASOGASTRICA # 20,DISPOSITIVOS MEDICO,C,Media,Media móvil,0.45,1.0,0.23,0.08,0.19,2.0,,0.0,0.0,2022-09-30,122.0,NO
702050,SONDA NELATON # 6 ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,166.31,1.0,0.23,14.07,52.35,55.0,,1.0,0.0,2022-06-01,0.0,NO
702051,SONDA NELATON # 8,DISPOSITIVOS MEDICO,B,Media,XGBoost,77.04,1.0,0.23,2.94,20.67,76.0,,1.0,0.0,2022-06-22,22.0,NO
702052,SONDA NELATON # 10   ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,29.34,1.0,0.23,1.67,8.42,3.0,,1.0,5.42,2022-06-01,0.0,SI
702054,SONDA NELATON # 12 ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,35.26,1.0,0.23,3.13,11.24,6.0,,1.0,5.24,2022-06-01,0.0,SI
702055,SONDA NELATON # 14   ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,86.93,1.0,0.23,3.19,23.2,40.0,,1.0,0.0,2022-06-06,6.0,NO
702056,SONDA NELATON # 16 ,DISPOSITIVOS MEDICO,C,Media,Media móvil,8.89,1.0,0.23,1.4,3.45,1.0,,1.0,2.45,2022-06-01,0.0,SI
702057,SONDA NELATON # 18,DISPOSITIVOS MEDICO,C,Alta,XGBoost,4.1,1.0,0.23,1.44,2.38,0.0,,,2.38,2022-06-01,0.0,SI
702058,SONDA NELATON # 20 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.31,1.0,0.23,0.34,0.87,10.0,,1.0,0.0,2022-09-29,120.0,NO
702060,S/SUCCION  6 1129,DISPOSITIVOS MEDICO,C,Media,Media móvil,26.7,1.0,0.23,0.91,7.06,7.0,,0.0,0.06,2022-06-01,0.0,SI
702061,SONDA SUCCION # 8   ,DISPOSITIVOS MEDICO,C,Media,Media móvil,44.57,1.0,0.23,2.33,12.58,35.0,,0.0,0.0,2022-06-16,15.0,NO
702062,S/SUCCION 10  ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.05,1.0,0.23,0.15,0.39,17.0,,0.0,0.0,2023-09-25,482.0,NO
702063,SONDA SUCCION # 12,DISPOSITIVOS MEDICO,C,Media,Media móvil,25.85,1.0,0.23,1.91,7.86,12.0,,0.0,0.0,2022-06-05,5.0,NO
702064,SONDA SUCCION # 14  ,DISPOSITIVOS MEDICO,A,Baja,XGBoost,1134.78,1.0,0.23,17.92,279.09,206.0,,0.0,73.09,2022-06-01,0.0,SI
702065,SONDA SUCCION # 16,DISPOSITIVOS MEDICO,B,Baja,XGBoost,426.28,1.0,0.23,29.21,127.31,84.0,,0.0,43.31,2022-06-01,0.0,SI
702069,S/TRACH-CARE 6FR S/CERRADO -196-4,DISPOSITIVOS MEDICO,C,Media,Media móvil,7.92,1.0,0.23,0.17,1.99,3.0,,0.0,0.0,2022-06-04,4.0,NO
702070,S/TRACH-CARE 8FR S/CERRADO- 198-4,DISPOSITIVOS MEDICO,C,Media,Media móvil,5.99,1.0,0.23,0.32,1.7,4.0,,0.0,0.0,2022-06-12,12.0,NO
702074,S/TRACH-CARE 14FR S/CERRADO/LARGA 22106,DISPOSITIVOS MEDICO,C,Baja,Media móvil,75.47,1.0,0.23,3.26,20.63,18.0,,0.0,2.63,2022-06-01,0.0,SI
702075,S/TRACH-CARE 16FR S/CERRADO/22606,DISPOSITIVOS MEDICO,C,Baja,Media móvil,84.08,1.0,0.23,3.44,22.79,28.0,,0.0,0.0,2022-06-02,2.0,NO
702077,BRAZALETE NEO/1,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.07,1.0,0.23,0.29,0.54,7.0,,0.0,0.0,2022-12-01,184.0,NO
702078,BRAZALETE NEO/2,DISPOSITIVOS MEDICO,C,Media,Media móvil,7.1,1.0,0.23,0.29,1.92,5.0,,0.0,0.0,2022-06-14,13.0,NO
702079,BRAZALETE NEO/3,DISPOSITIVOS MEDICO,C,Baja,Media móvil,15.67,1.0,0.23,0.37,3.98,10.0,,0.0,0.0,2022-06-12,12.0,NO
702080,BRAZALETE NEO/4,DISPOSITIVOS MEDICO,C,Baja,Media móvil,4.74,1.0,0.23,0.15,1.24,6.0,,0.0,0.0,2022-07-01,31.0,NO
702085,CANULA NASAL OXIGENO NEONATAL,DISPOSITIVOS MEDICO,C,Alta,XGBoost,2.54,1.0,0.23,0.11,0.69,2.0,,0.0,0.0,2022-06-16,16.0,NO
702088,CANULA NASAL OXIGENO PEDIATRICA,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.15,1.0,0.23,0.11,0.37,3.0,,0.0,0.0,2022-08-09,70.0,NO
702089,CATETER UMBILICAL 3.5 FR,DISPOSITIVOS MEDICO,C,Media,Media móvil,8.67,1.0,0.23,0.75,2.74,11.0,,0.0,0.0,2022-06-30,29.0,NO
702090,CATETER UMBILICAL 5.0FR,DISPOSITIVOS MEDICO,C,Baja,Media móvil,10.23,1.0,0.23,0.7,3.06,14.0,,0.0,0.0,2022-07-03,33.0,NO
702145,AGUJA 18X1.5,DISPOSITIVOS MEDICO,A,Baja,XGBoost,3959.68,1.0,0.23,10.35,921.67,329.01,,9.0,592.66,2022-06-01,0.0,SI
702148,AGUJA 21GA X1 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.55,1.0,0.23,0.26,0.38,0.0,,,0.38,2022-06-01,0.0,SI
702151,AGUJA 23X1,DISPOSITIVOS MEDICO,C,Media,Media móvil,5.74,1.0,0.23,0.15,1.47,23.0,,7.0,0.0,2022-09-23,114.0,NO
702153,AGUJA 25GA X1,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.92,1.0,0.23,0.17,0.38,,,,,,,NO
702154,AGUJA 26GA X1/2 0,DISPOSITIVOS MEDICO,C,Alta,XGBoost,8.0,1.0,0.23,1.29,3.13,0.0,,,3.13,2022-06-01,0.0,SI
702197,CATETER V/CT 16GX20CM/CV-04301-01CV50016,DISPOSITIVOS MEDICO,C,Media,Media móvil,0.2,1.0,0.23,0.08,0.12,3.0,,0.0,0.0,2023-08-20,446.0,NO
702204,INTRODUCTOR 7.0FR/SI-09700 ARROW,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.08,1.0,0.23,0.17,0.42,1.0,,0.0,0.0,2022-06-17,16.0,NO
702207,JELCO 14G X 2-1/4 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.33,1.0,0.23,0.01,0.09,,,,,,,NO
702208,JELCO 16G X 2-1/4 LARGO,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.95,1.0,0.23,0.18,0.63,0.0,,,0.63,2022-06-01,0.0,SI
702209,JELCO 18G X 1-1/4 ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,399.68,1.0,0.23,6.64,98.62,102.0,,0.0,0.0,2022-06-01,0.0,NO
702210,JELCO 20G X 1-1/4,DISPOSITIVOS MEDICO,A,Baja,XGBoost,689.7,1.0,0.23,9.24,167.97,136.0,,0.0,31.97,2022-06-01,0.0,SI
702211,CATETER INTRAVENOSO 22G X 1 ,DISPOSITIVOS MEDICO,A,Baja,XGBoost,1490.02,1.0,0.23,1.39,344.32,261.0,,1.0,83.32,2022-06-01,0.0,SI
702212,JELCO 24G X 3/4,DISPOSITIVOS MEDICO,B,Baja,XGBoost,182.52,1.0,0.23,3.05,45.05,111.0,,0.0,0.0,2022-06-11,11.0,NO
702216,CATETER EPICUTANEO CAVA 24 G 2FR REF 218400,DISPOSITIVOS MEDICO,C,Baja,Media móvil,7.16,1.0,0.23,0.21,1.86,6.0,,0.0,0.0,2022-06-18,18.0,NO
702222,PERICRANEAL 23     ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,236.78,1.0,0.23,3.2,57.7,1.0,,1.0,56.7,2022-06-01,0.0,SI
702226,PERIFIX 18GA C/A 4514017 ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.66,1.0,0.23,0.06,0.21,,,,,,,NO
702228,SPINOCAN 18G 3/2   ,DISPOSITIVOS MEDICO,C,Media,Media móvil,4.08,1.0,0.23,0.36,1.3,0.0,,,1.3,2022-06-01,0.0,SI
702229,SPINOCAN 20G X31/2 ,DISPOSITIVOS MEDICO,C,Media,Media móvil,7.37,1.0,0.23,0.25,1.95,2.0,,0.0,0.0,2022-06-01,0.0,NO
702230,SPINOCAN 22G X31/2  ,DISPOSITIVOS MEDICO,C,Media,Media móvil,4.55,1.0,0.23,0.08,1.13,2.0,,0.0,0.0,2022-06-06,6.0,NO
702231,SPINOCAN 25X3.1/2,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.33,1.0,0.23,0.0,0.08,4.0,,0.0,0.0,2023-06-01,365.0,NO
702233,SPINOCAN 27G ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.15,1.0,0.23,0.01,0.05,,,,,,,NO
702235,AGUJA SURECAN GRIPPER PLUS SEGURIDAD 20 GA  X19 MM REF-0821276724,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.22,1.0,0.23,0.07,0.12,3.0,,0.0,0.0,2023-07-09,404.0,NO
702240,GUANTE ESTERIL 6.5 (PAR),DISPOSITIVOS MEDICO,B,Alta,XGBoost,150.33,1.0,0.23,15.17,49.77,50.0,,0.0,0.0,2022-06-01,0.0,NO
702241,GUANTE ESTERIL 7.0 (PAR),DISPOSITIVOS MEDICO,B,Alta,XGBoost,489.62,1.0,0.23,106.75,219.43,93.0,,0.0,126.43,2022-06-01,0.0,SI
702242,GUANTE ESTERIL 7.5 (PAR),DISPOSITIVOS MEDICO,B,Alta,XGBoost,672.01,1.0,0.23,87.65,242.31,119.0,,0.0,123.31,2022-06-01,0.0,SI
702243,GUANTE ESTERIL 8.0 (PAR),DISPOSITIVOS MEDICO,C,Alta,XGBoost,16.48,1.0,0.23,2.03,5.82,156.0,,0.0,0.0,2023-03-05,277.0,NO
702249,BISTURI # 11 ,DISPOSITIVOS MEDICO,B,Baja,XGBoost,137.37,1.0,0.23,7.02,38.63,35.0,,2.0,3.63,2022-06-01,0.0,SI
702251,BISTURI # 15 ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,8.73,1.0,0.23,0.53,2.54,105.0,,2.0,0.0,2023-05-24,357.0,NO
702256,HEMINA 350 MG PANHEMATIN,MEDICAMENTOS,C,Alta,XGBoost,0.28,1.0,0.23,0.01,0.08,,,,,,,NO
702257,JERINGA 3ML,DISPOSITIVOS MEDICO,A,Baja,XGBoost,3959.32,1.0,0.23,30.89,942.12,272.0,,2.0,670.12,2022-06-01,0.0,SI
702258,JERINGA 5ML,DISPOSITIVOS MEDICO,A,Baja,XGBoost,6988.61,1.0,0.23,4.93,1613.36,,,,,,,NO
702259,JERINGA 10ML ,DISPOSITIVOS MEDICO,A,Baja,XGBoost,10000.44,1.0,0.23,28.55,2330.15,701.0,,1.0,1629.15,2022-06-01,0.0,SI
702261,JERINGA 50ML ROSCA,DISPOSITIVOS MEDICO,B,Media,XGBoost,143.55,1.0,0.23,8.54,41.58,75.0,,0.0,0.0,2022-06-08,7.0,NO
702262,JERINGA 50ML PUNTA CATETER,DISPOSITIVOS MEDICO,B,Baja,XGBoost,100.49,1.0,0.23,5.55,28.67,21.0,,0.0,7.67,2022-06-01,0.0,SI
702263,JERINGA 1ML INSULINA,DISPOSITIVOS MEDICO,A,Baja,XGBoost,3335.86,1.0,0.23,268.6,1036.35,263.0,,2.0,773.35,2022-06-01,0.0,SI
702264,JERINGA DE GASES (JERINGA HEPARINIZADA),DISPOSITIVOS MEDICO,A,Baja,XGBoost,1493.05,1.0,0.23,16.54,360.16,151.0,,0.0,209.16,2022-06-01,0.0,SI
702298,BARRERA STOMAHESIVE 38 MM ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.32,1.0,0.23,0.01,0.08,6.0,,0.0,0.0,2023-12-10,557.0,NO
702302,BARRERA STOMAHESIVE 57 - 60 MM ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,16.62,1.0,0.23,0.24,4.07,2.0,,0.0,2.07,2022-06-01,0.0,SI
702303,BARRERA STOMAHESIVE 70MM ,DISPOSITIVOS MEDICO,C,Media,Media móvil,14.36,1.0,0.23,1.06,4.37,9.0,,0.0,0.0,2022-06-10,10.0,NO
702307,BARRERA STOMAHESIVE 32MM NINOS ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.61,1.0,0.23,0.08,0.22,5.0,,0.0,0.0,2023-01-26,240.0,NO
702310,BARRERA STOMAHESIVE 20MMX20MM LISA ,DISPOSITIVOS MEDICO,C,Media,Media móvil,18.08,1.0,0.23,1.12,5.29,5.0,,0.0,0.29,2022-06-01,0.0,SI
702321,BOLSA OSTOMIA 32MM NINOS ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,0.39,1.0,0.23,0.04,0.13,6.0,,0.0,0.0,2023-09-02,458.0,NO
702323,BOLSA OSTOMIA OP/57 - 60 MM ,DISPOSITIVOS MEDICO,C,Media,Media móvil,15.85,1.0,0.23,0.75,4.4,9.0,,0.0,0.0,2022-06-09,9.0,NO
702324,BOLSA OSTOMIA OP /70MM ,DISPOSITIVOS MEDICO,C,Media,Media móvil,14.11,1.0,0.23,1.0,4.24,15.0,,0.0,0.0,2022-06-24,23.0,NO
702326,BOLSA OSTOMIA  OP45MM ,DISPOSITIVOS MEDICO,C,Alta,XGBoost,1.77,1.0,0.23,0.17,0.58,10.0,,0.0,0.0,2022-11-10,162.0,NO
702358,CYSTOFLOW 2000 ML ADULTO,DISPOSITIVOS MEDICO,C,Baja,Media móvil,70.72,1.0,0.23,1.48,17.76,34.0,,0.0,0.0,2022-06-07,7.0,NO
702368,LLAVE DE 3 VIAS,DISPOSITIVOS MEDICO,B,Baja,XGBoost,268.58,1.0,0.23,11.67,73.48,16.0,,0.0,57.48,2022-06-01,0.0,SI
702377,BURETROL,DISPOSITIVOS MEDICO,A,Baja,XGBoost,969.35,1.0,0.23,12.27,235.37,120.0,,0.0,115.37,2022-06-01,0.0,SI
702381,EQUIPO MACROGOTEO S/A (SOLO CX E IMAGENES),DISPOSITIVOS MEDICO,B,Baja,XGBoost,276.07,1.0,0.23,11.07,74.61,46.0,,0.0,28.61,2022-06-01,0.0,SI
702382,EXTENSION DE ANESTESIA ADULTO ,DISPOSITIVOS MEDICO,A,Baja,XGBoost,1220.05,1.0,0.23,35.93,316.72,195.0,,0.0,121.72,2022-06-01,0.0,SI
702383,EXTENSION DE ANESTESIA PEDIATRICO,DISPOSITIVOS MEDICO,B,Baja,XGBoost,168.59,1.0,0.23,4.36,43.16,37.0,,0.0,6.16,2022-06-01,0.0,SI
702417,HUMIDIFICADOR 3PSI,DISPOSITIVOS MEDICO,C,Baja,Media móvil,44.22,1.0,0.23,0.45,10.63,17.0,,0.0,0.0,2022-06-05,4.0,NO
702435,NARIZ DE CAMELLO ADULTO,MEDICAMENTOS,B,Baja,XGBoost,199.26,1.0,0.23,10.47,56.33,58.0,,0.0,0.0,2022-06-01,0.0,NO
702437,NIPLE CONECTOR MAG 02 HUDSON ,DISPOSITIVOS MEDICO,C,Media,Media móvil,1.15,1.0,0.23,0.11,0.37,12.0,,0.0,0.0,2023-04-05,309.0,NO
702445,BUPRENORFINA PARCHE TRANSDERMICO 20MG ,CONTROLADOS,C,Alta,XGBoost,0.39,1.0,0.23,0.0,0.09,7.0,,0.0,0.0,2023-11-26,544.0,NO
702452,STOMAHESIVE PASTA TBX2 ONZ.,DISPOSITIVOS MEDICO,C,Media,Media móvil,18.95,1.0,0.23,1.76,6.12,6.0,,0.0,0.12,2022-06-01,0.0,SI
702460,PINZA P/BOLSA DE OSTOMIA ,DISPOSITIVOS MEDICO,C,Baja,Media móvil,10.66,1.0,0.23,0.06,2.51,7.0,,0.0,0.0,2022-06-13,13.0,NO
