producto_id,demanda_total,media,desviacion,cv,variabilidad,demanda_acumulada_pct,categoria_abc,categoria,nombre_producto,proveedor_principal,proveedor_alterno,metodo_campeon
703668,1804,150.33333333333334,88.34985551599375,0.5876930522128188,Media,0.913334611232335,B,MEDICAMENTOS,VALPROICO ÁCIDO 500MG/5 ML SOL. INYECTABLE,,,Media móvil
719423,1768,147.33333333333334,351.82571442879686,2.387957337752015,Alta,0.9142125874375907,B,MEDICAMENTOS,LOPINAVIR/RITONAVIR 80MG/20MG/ML SUSPENSION ORAL  ,,,XGBoost
L016011,1766,147.16666666666666,44.47845920592723,0.30223188588399025,Baja,0.9150895704570938,B,MEDICAMENTOS,LORATADINA TABLETA 10MG,,,Regresión Lineal
715385,1752,146.0,101.99108695460511,0.698569088730172,Media,0.9159596011763292,B,MEDICAMENTOS,CAFEINA CITRATO 20MG/ML SOL. INYECTABLE (10MG/ML CAFEINA BASE),,,XGBoost
702585,1742,145.16666666666666,15.584568902564735,0.10735638738850564,Baja,0.9168246659668018,B,DISPOSITIVOS MEDICO,CANULA NASAL OXIGENO ADULTO,,,XGBoost
H001701,1724,143.66666666666666,45.173067867990326,0.3144297067377517,Baja,0.9176807920855014,B,MEDICAMENTOS,HALOPERIDOL 5MG/1ML SOL. INYECTABLE ,,,Regresión Lineal
718292,1693,141.08333333333334,145.11466208317873,1.028574096277699,Alta,0.9185215238250364,B,MEDICAMENTOS,LORAZEPAM TABLETA 1MG,,,Regresión Lineal
717274,1669,139.08333333333334,74.88956515895235,0.5384510376916886,Media,0.9193503373355408,B,MEDICAMENTOS,PREGABALINA TABLETA 75MG,,,XGBoost
700850,1650,137.5,36.18010503025108,0.2631280365836442,Baja,0.920169715581396,B,MEDICAMENTOS,TRANEXAMICO ACIDO 500MG  SOL. INYECTABLE,,,Media móvil
A023721,1599,133.25,40.62047177560506,0.30484406585819934,Baja,0.9209637675905612,B,MEDICAMENTOS,AMIODARONA 150MG/3ML SOL. INYECTABLE ,,,Media móvil
702261,1597,133.08333333333334,74.52084312865804,0.5599562414175933,Media,0.9217568264139737,B,DISPOSITIVOS MEDICO,JERINGA 50ML ROSCA,,,XGBoost
700575,1588,132.33333333333334,65.54434076303313,0.49529728536297074,Baja,0.9225454159014999,B,MEDICAMENTOS,"ENOXAPARINA 20MG/0,2ML SOL. INYECTABLE ",JC,CRUZ VERDE,XGBoost
H006011,1580,131.66666666666666,27.628487713469465,0.20983661554533772,Baja,0.9233300326460157,B,MEDICAMENTOS,HIDROCLOROTIAZIDA TABLETA 25MG,,,XGBoost
C005011,1567,130.58333333333334,57.62805240716039,0.44131246259471896,Baja,0.92410819368314,B,MEDICAMENTOS,CARBAMAZEPINA 200MG TABLETA ,,,XGBoost
C044721,1551,129.25,134.9296954983325,1.043943485480329,Alta,0.9248784092342438,B,MEDICAMENTOS,CEFAZOLINA 1G SOL. INYECTABLE ,,,Regresión Lineal
A023011,1536,128.0,40.1881936529985,0.3139702629140508,Baja,0.9256411758922036,B,MEDICAMENTOS,AMIODARONA TABLETA 200MG,,,Regresión Lineal
702249,1523,126.91666666666667,20.790987266485246,0.16381605200119695,Baja,0.9263974868427718,B,DISPOSITIVOS MEDICO,BISTURI # 11 ,,,Regresión Lineal
F002141,1494,124.5,66.35647532970553,0.5329837375879962,Media,0.927139396599928,B,MEDICAMENTOS,FENITOINA 100MG TABLETA ,,,XGBoost
M020012,1489,124.08333333333333,57.3021629503449,0.46180386528149014,Baja,0.9278788233927027,B,MEDICAMENTOS,METRONIDAZOL 500MG TABLETA ,,,Regresión Lineal
700694,1486,123.83333333333333,28.60970379985,0.2310339472397039,Baja,0.9286167604068486,B,MEDICAMENTOS,LIDOCAINA CLORHIDRATO 2% JALEA 30G,JC,DAGO,XGBoost
705488,1457,121.41666666666667,59.43745120764017,0.48953288571838166,Baja,0.9293402962275825,B,MEDICAMENTOS,PROPANOLOL TABLETA 40MG,SOLINSA,EVEDISA,Regresión Lineal
P035011,1457,121.41666666666667,59.43745120764017,0.48953288571838166,Baja,0.9300638320483166,B,MEDICAMENTOS,PROPRANOLOL TABLETA 40MG,,,Regresión Lineal
A035722,1452,121.0,40.51711198538666,0.3348521651684848,Baja,0.930784884904669,B,MEDICAMENTOS,AZTREONAM 1G POLVO LIOFILIZADO,,,Media móvil
C0000028,1430,119.16666666666667,58.32640651514284,0.489452362364835,Baja,0.9314950127177436,B,MEDICAMENTOS,CLARITROMICINA TABLETA 500MG,,,XGBoost
730116,1425,118.75,29.839342546985907,0.2512786740798813,Baja,0.9322026575664367,B,DISPOSITIVOS MEDICO,TEGADERM REF 1682 IV 5X5.7CM AVANCED-NIÑOS,,,XGBoost
M026161,1422,118.5,48.48336171962876,0.40914229299264776,Baja,0.9329088126365009,B,MEDICAMENTOS,MINOXIDIL TABLETA 10MG,,,Media móvil
E020722,1417,118.08333333333333,23.492584258687145,0.1989491962626999,Baja,0.9336124847421838,B,MEDICAMENTOS,ERITROPOYETINA 2.000UI/ML SOL. INYECTABLE,,,XGBoost
709736,1343,111.91666666666667,61.22604664584174,0.5470681755399113,Media,0.9342794089750224,B,CONTROLADOS,"ALPRAZOLAM TABLETA 0,25 MG ",,,XGBoost
A026722,1342,111.83333333333333,50.157630314717586,0.44850340072772804,Baja,0.9349458366149845,B,MEDICAMENTOS,AMPICILINA 1 G POLVO LIOFILIZADO ,,,XGBoost
730083,1318,109.83333333333333,41.22186827695252,0.3753129129919805,Baja,0.9356003460259162,B,DISPOSITIVOS MEDICO,EQUIPO PERFUSOR 20CC REF C0020C FRESENIUS,,,XGBoost
730230,1310,109.16666666666667,37.89898855290644,0.34716630735486814,Baja,0.9362508826938376,B,NUTRICION,ALIMENTO DE USO ESPECIAL CON HMB ARGININA Y GLUTAMINA SOBRE x 24 GRAMOS,ABBOTT,COBO,Regresión Lineal
720207,1291,107.58333333333333,46.67383602937485,0.43383890964562216,Baja,0.9368919840971097,B,NUTRICION,DIBEN 1.5 KCAL HP 1000 ML ALIMENTO LIQUIDO PARA USOS NUTRICIONALES ESPECIALES AL,FRESENIUS,CURZ VERDE,XGBoost
701079,1271,105.91666666666667,51.26838177373038,0.48404451713986196,Baja,0.9375231536428563,B,MEDICAMENTOS,PREDNISONA TABLETA 50MG,,,Regresión Lineal
700964,1243,103.58333333333333,82.44497706000192,0.795928982075642,Media,0.9381404185880673,B,NUTRICION,"ENSURE PLUS HN SOLUCIÓN ORAL 1,5KCAL/1ML (355,5KCAL/237ML) ALIMENTO DE USO ESPEC",,,XGBoost
R002251,1232,102.66666666666667,78.31211833929586,0.7627803734347,Media,0.9387522210116391,B,MEDICAMENTOS,POLIESTIRENO SULFONATO CÁLCICO POLVO PARA SUSPENSIÓN ORAL 15G,,,XGBoost
730037,1223,101.91666666666667,50.537939543805436,0.4958751222613779,Baja,0.9393595540993246,B,NUTRICION,"DIBEN SOLUCIÓN ORAL 1,05KCAL/1ML (525KCAL/500ML) ALIMENTO LÍQUIDO PARA ADMINISTR",FRESENIUS,CURZ VERDE,XGBoost
L006012,1223,101.91666666666667,48.95537547480142,0.4803471019604391,Baja,0.9399668871870099,B,MEDICAMENTOS,LEVOTIROXINA TABLETA 100MCG,,,XGBoost
A006721,1215,101.25,76.52584233743883,0.7558107885179144,Media,0.940570247531685,B,MEDICAMENTOS,ACICLOVIR POLVO LIOFILIZADO 250MG,,,Regresión Lineal
702673,1194,99.5,44.47164571642557,0.44695121323040776,Baja,0.9411631794259585,B,DISPOSITIVOS MEDICO,RECOLECTOR/ORINA PED/BLX40  ,,,XGBoost
700820,1172,97.66666666666667,53.283689015978574,0.545566781733569,Media,0.9417451862769538,B,MEDICAMENTOS,DALTEPARINA SODICA 2.500 UI (ANTIFACTOR XA)  SOL. INYECTABLE,COBO MEDICAL,SOLINSA,XGBoost
702262,1171,97.58333333333333,17.99221211996171,0.1843779209560551,Baja,0.9423266965350728,B,DISPOSITIVOS MEDICO,JERINGA 50ML PUNTA CATETER,,,Regresión Lineal
145933,1168,97.33333333333333,38.7493890469921,0.3981101614416997,Baja,0.9429067170145631,B,MEDICAMENTOS,LEVOTIROXINA SODICA TABLETA 25MCG,SOLINSA,COMFANDI,Media móvil
G003703,1161,96.75,21.83460556089805,0.2256806776320212,Baja,0.9434832613439194,B,MEDICAMENTOS,GENTAMICINA 80MG/2ML SOL. INYECTABLE ,,,Regresión Lineal
707755,1153,96.08333333333333,38.41509725315943,0.3998102055836194,Baja,0.9440558329302654,B,MEDICAMENTOS,METOPROLOL SUCCINATO TABLETA 50MG,SOLINSA,EVEDISA,XGBoost
702055,1150,95.83333333333333,37.68972209389652,0.3932840566319637,Baja,0.9446269147379827,B,DISPOSITIVOS MEDICO,SONDA NELATON # 14   ,,,Regresión Lineal
715068,1134,94.5,18.593742838042928,0.19675918347135374,Baja,0.9451900510596796,B,DISPOSITIVOS MEDICO,SET DE LINEA (CATETER ARTERIAL CATH 20X8),,,Media móvil
701855,1132,94.33333333333333,42.121757136216715,0.4465203936701419,Baja,0.9457521941956238,B,DISPOSITIVOS MEDICO,VENDA SEMIELASTICA 6X4.1  ,,,XGBoost
F009101,1123,93.58333333333333,31.137403212019443,0.3327238099236272,Baja,0.9463098679956816,B,MEDICAMENTOS,FLUCONAZOL 200MG CAPSULA ,,,Regresión Lineal
H004701,1114,92.83333333333333,33.964776763671814,0.3658683313860519,Baja,0.9468630724598529,B,MEDICAMENTOS,HEPARINA SODICA 5.000 UI/ML SOL. INYECTABLE,,,Media móvil
718798,1091,90.91666666666667,37.671929104098744,0.4143566904208844,Baja,0.9474048552878699,B,MEDICAMENTOS,SERTRALINA TABLETA 50MG,SOLINSA,EVEDISA,XGBoost
717219,1059,88.25,47.25390796729746,0.5354550477880732,Media,0.9479307471438461,B,CONTROLADOS,"CLONAZEPAM TABLETA 0,5 MG ",,,Regresión Lineal
C0000047,1053,87.75,33.56980515555338,0.3825618821145685,Baja,0.9484536594425645,B,MEDICAMENTOS,"CARVEDILOL TABLETA 12,5MG",,,Regresión Lineal
702240,1030,85.83333333333333,128.6374986565195,1.4986893047361498,Alta,0.9489651501051287,B,DISPOSITIVOS MEDICO,GUANTE ESTERIL 6.5 (PAR),,,Media móvil
701865,1026,85.5,21.873603851550055,0.25583162399473747,Baja,0.9494746543961877,B,DISPOSITIVOS MEDICO,VENDA ELASTICA 6X5,,,XGBoost
702051,1015,84.58333333333333,46.036464466833905,0.5442734715290708,Media,0.9499786961656078,B,DISPOSITIVOS MEDICO,SONDA NELATON # 8,,,XGBoost
719819,1009,84.08333333333333,35.617815596675605,0.4236013747870241,Baja,0.9504797583777701,C,MEDICAMENTOS,LINEZOLID 600MG SOL. INYECTABLE ,,,Regresión Lineal
715794,989,82.41666666666667,35.68156726412452,0.43294115992871,Baja,0.950970888732407,C,NUTRICION,GLUTAPAK R POLVO PARA SOLUCIÓN ORAL 15G) ALIMENTO A BASE DE GLUTAMINA Y LACTOB,AMAREY,CRUZ VERDE,Media móvil
730039,988,82.33333333333333,71.19414344316576,0.864706195665981,Media,0.9514615224941675,C,NUTRICION,"RECONVAN SOLUCIÓN ORAL 1,0KCAL/1ML (500KCAL/500ML)) ALIMENTO LÍQUIDO PARA ADMI",FRESENIUS,CRUZ VERDE,XGBoost
700968,978,81.5,55.77144919629169,0.6843122600771987,Media,0.9519471903271653,C,NUTRICION,"ENSURE SOLUCIÓN ORAL 1,05KCAL/1ML (248,9KCAL/237ML) ALIMENTO LIQUIDO CON PROTEÍN",ABBOTT,COBO,Regresión Lineal
120900,969,80.75,67.94533230339066,0.8414282638190793,Media,0.9524283888242766,C,NUTRICION,"(FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (750KCAL/500ML)) ALIMENTO LÍQUIDO ",FRESENIUS,CURZ VERDE,Regresión Lineal
701277,962,80.16666666666667,37.65835252837696,0.46975075918973336,Baja,0.952906111171254,C,DISPOSITIVOS MEDICO,BOLSA NUTRICION ENTERAL 1500 ML,,,Regresión Lineal
710111,952,79.33333333333333,12.20531429213099,0.15384849948064272,Baja,0.9533788675894687,C,DISPOSITIVOS MEDICO,SEDA 2-0 SS623 (SC-2) SOFSILK RECTA,,,Media móvil
705297,940,78.33333333333333,32.63108761270269,0.4165670759068429,Baja,0.953845664893168,C,MEDICAMENTOS,PIRIDOXINA CÁPSULA 50MG (VITAMINA B6),,,Regresión Lineal
700860,932,77.66666666666667,25.92413173204854,0.33378710384611854,Baja,0.954308489453857,C,MEDICAMENTOS,EPINEFRINA 1MG/ML SOL. INYECTABLE ,FRESENIUS,CRUZ VERDE,XGBoost
702627,923,76.91666666666667,11.602964615941389,0.15085111093314915,Baja,0.9547668446786597,C,DISPOSITIVOS MEDICO,LINER FLEX 1000CC TAPA AZUL-GEL SOLIDIFICANTE,,,XGBoost
702074,918,76.5,13.38588130015421,0.17497884052489163,Baja,0.955222716939081,C,DISPOSITIVOS MEDICO,S/TRACH-CARE 14FR S/CERRADO/LARGA 22106,,,XGBoost
702358,910,75.83333333333333,6.293334617359911,0.0829890279212296,Baja,0.955674616456492,C,DISPOSITIVOS MEDICO,CYSTOFLOW 2000 ML ADULTO,,,Regresión Lineal
701942,894,74.5,39.89417820366093,0.5354923248813548,Media,0.9561185704878826,C,DISPOSITIVOS MEDICO,BATA T/XL (BATA PACIENTE),,,XGBoost
718001,889,74.08333333333333,37.502626170669295,0.506222175532094,Media,0.9565600415548919,C,MEDICAMENTOS,ESCITALOPRAN 10MG TABLETA ,,,XGBoost
702626,887,73.91666666666667,17.010469147147607,0.2301303605025606,Baja,0.9570005194361486,C,DISPOSITIVOS MEDICO,LINER FLEX 1500CC TAPA AZUL - GEL SOLIDIFICANTE,,,XGBoost
701848,884,73.66666666666667,17.644640357154735,0.2395200048482543,Baja,0.9574395075387765,C,DISPOSITIVOS MEDICO,BACTIGRAS 15X20 ,,,Media móvil
715623,868,72.33333333333333,53.45743137952824,0.7390428301317269,Media,0.9578705501553839,C,CONTROLADOS,OXICODONA TABLETA DE LIBERACIÓN CONTROLADA 10MG ,SOLINSA,CRUZ VERDE,XGBoost
708852,867,72.25,38.5159353090026,0.5330925302284097,Media,0.9583010961791151,C,DISPOSITIVOS MEDICO,TRAMPA DE LUKEN    ,,,XGBoost
F008701,857,71.41666666666667,16.56095261496607,0.23189198527373725,Baja,0.9587266762740835,C,MEDICAMENTOS,FITOMENADIONA 10MG/1ML SOL. INYECTABLE (VITAMINA K),,,Media móvil
E008012,857,71.41666666666667,29.5710495197071,0.4140637038932149,Baja,0.9591522563690519,C,MEDICAMENTOS,ESPIRONOLACTONA 100MG TABLETA ,,,XGBoost
700646,839,69.91666666666667,28.059865655524092,0.4013330010325257,Baja,0.9595688977922474,C,MEDICAMENTOS,MILRINONA SOL. INYECTABLE 10MG/10ML,SANOFI,SOLINSA,Media móvil
D009705,837,69.75,16.949792168208276,0.24300777302090718,Baja,0.9599845460296903,C,MEDICAMENTOS,DEXTROSA AL 10% AGUA DESTILADA 250 ML,,,XGBoost
719059,833,69.41666666666667,59.24288731121819,0.853438952862687,Media,0.9603982078956281,C,CONTROLADOS,METADONA TABLETA 10MG ,SECRETARIA DE SALUD,WORLD MEDICAL,Regresión Lineal
L003011,818,68.16666666666667,44.5886926826916,0.6541128510908303,Media,0.9608044208684218,C,MEDICAMENTOS,LEVODOPA/CARBIDOPA TABLETA 250MG/25MG,,,XGBoost
N002141,817,68.08333333333333,51.35342483636552,0.7542730698119783,Media,0.9612101372483391,C,MEDICAMENTOS,NAPROXENO TABLETA 250MG,,,Media móvil
T020702,796,66.33333333333333,44.526464721624386,0.6712532370094129,Media,0.9616054251778547,C,MEDICAMENTOS,TRAMADOL SOL. INYECTABLE 100MG/2ML,,,XGBoost
700067,770,64.16666666666667,29.30663385444988,0.45672676136805007,Baja,0.9619878016925871,C,MEDICAMENTOS,TRIMETOPRIM/SULFAMETOXAZOL TABLETA 160MG/800MG,SOLINSA,EVEDISA,XGBoost
K0000008,761,63.416666666666664,14.387231291753958,0.2268682989501281,Baja,0.9623657088714331,C,MEDICAMENTOS,POLIETILENGLICOL/SODIO SULFATO/SODIO BICARBONATO/SODIO CLORURO/POTASIO CLORURO P,,,Regresión Lineal
A008011,753,62.75,24.587968232820334,0.39184013120032407,Baja,0.9627396433072688,C,MEDICAMENTOS,ALBENDAZOL TABLETA 200 MG,,,Media móvil
718747,747,62.25,53.49277776230426,0.8593217311213536,Media,0.9631105981858469,C,MEDICAMENTOS,RIFAXIMINA CÁPSULA 200MG,SOLINSA,EVEDISA,Regresión Lineal
719275,740,61.666666666666664,42.99541906536161,0.6972230118707289,Media,0.9634780769142911,C,DISPOSITIVOS MEDICO,AGUJA P/INSULINA TIPO LAPICERO,,,Media móvil
C003102,739,61.583333333333336,40.43728777284948,0.6566271356890307,Media,0.963845059049859,C,MEDICAMENTOS,"CALCITRIOL 0,50MCG CÁPSULA ",,,XGBoost
717763,729,60.75,73.87597099807955,1.2160653662235317,Alta,0.964207075256664,C,MEDICAMENTOS,LACOSAMIDA TABLETA 100MG,SOLINSA,EVEDISA,Media móvil
702019,712,59.333333333333336,17.17997424769651,0.28955012777016587,Baja,0.9645606493845724,C,DISPOSITIVOS MEDICO,SONDA ENTERAL 12FR X 43 (ALIMENTACION)   ,,,Media móvil
700587,709,59.083333333333336,28.34995056379635,0.4798299108117859,Baja,0.964912733733852,C,CONTROLADOS,MEPERIDINA 100MG/2ML SOL. INYECTABLE,SECRETARIA DE SALUD,WORLD MEDICAL,XGBoost
702075,692,57.666666666666664,21.651509850074632,0.3754597083827971,Baja,0.965256376004235,C,DISPOSITIVOS MEDICO,S/TRACH-CARE 16FR S/CERRADO/22606,,,Media móvil
R008703,685,57.083333333333336,25.571498101431505,0.4479678499520847,Baja,0.9655965421244839,C,MEDICAMENTOS,AGUA ESTERIL PARA IRRIGACION 3000 ML ,,,XGBoost
706722,677,56.416666666666664,62.23629215020815,1.1031543660302774,Alta,0.9659327355017227,C,MEDICAMENTOS,CALCIO CARBONATO/VITAMINA D TABLETA 600MG/125UI,,,Regresión Lineal
120898,667,55.583333333333336,50.231207853527096,0.9037098864202775,Media,0.9662639629501987,C,NUTRICION,"FRESUBIN HP ENERGY SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO LÍQUIDO ",FRESENIUS,CURZ VERDE,Media móvil
M011011,650,54.166666666666664,40.747188042039575,0.7522557792376537,Media,0.966586748319778,C,MEDICAMENTOS,METFORMINA TABLETA 850MG,,,XGBoost
H011161,627,52.25,41.32383199691301,0.790886736783024,Media,0.966898112053203,C,MEDICAMENTOS,FERROSO SULFATO 300MG TABLETA ,,,Regresión Lineal
700142,627,52.25,20.679919992811644,0.3957879424461559,Baja,0.967209475786628,C,MEDICAMENTOS,WARFARINA SODICA TABLETA 5MG,,,XGBoost
730041,625,52.083333333333336,51.690439301204584,0.9924564345831279,Media,0.9675198463343003,C,NUTRICION,(FRESUBIN HP SOLUCIÓN ORAL 2KCAL/1ML (1000KCAL/500ML)) ALIMENTO LÍQUIDO PARA AD,FRESENIUS,CURZ VERDE,XGBoost
V0000012,625,52.083333333333336,17.609183210283586,0.33809631763744485,Baja,0.9678302168819728,C,MEDICAMENTOS,VASOPRESINA 20UI/ML SOL. INYECTABLE ,,,XGBoost
730242,623,51.916666666666664,45.92574705352372,0.8846050796826399,Media,0.9681395942438926,C,MEDICAMENTOS,COLISTIMETATO 150 MG - EQUIVALENTE A 150 MG DE COLISTINA BASE,JC,SOLINSA,Media móvil
701930,614,51.166666666666664,9.80568789792512,0.19164210875423687,Baja,0.9684445022699261,C,DISPOSITIVOS MEDICO,PRESTOBARBA    ,,,XGBoost
153257,608,50.666666666666664,37.51444166362247,0.7404166117820224,Media,0.9687464307387018,C,MEDICAMENTOS,ANFOTERICINA B LIPOSOMAL 50MG POLVO LIOFILIZADO 50MG,JC,SOLINSA,Media móvil
702641,606,50.5,8.479922812684732,0.16791926361751944,Baja,0.9690473660217249,C,DISPOSITIVOS MEDICO,MASCARA VENTURY ADULTO,,,XGBoost
730063,604,50.333333333333336,30.772872744833183,0.6113815777119175,Media,0.9693473081189956,C,NUTRICION,SURVIMED OPD SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LIQUIDO OLIGO,,,Regresión Lineal
730134,593,49.416666666666664,34.42900028473177,0.6967082688309971,Media,0.9696417876946272,C,MEDICAMENTOS,CLOROQUINA 150MG TABLETA ,,,XGBoost
A013012,577,48.083333333333336,32.05806758009123,0.6667189098112561,Media,0.9699283217842384,C,MEDICAMENTOS,ALOPURINOL TABLETA 300MG,,,Media móvil
M016011,565,47.083333333333336,29.601776154736925,0.6287102900121116,Media,0.9702088967593342,C,MEDICAMENTOS,METOCLOPRAMIDA TABLETA 10MG,,,XGBoost
A020702,552,46.0,24.15103987973866,0.5250226060812753,Media,0.9704830160270385,C,MEDICAMENTOS,AMIKACINA 500MG/2ML SOL. INYECTABLE ,,,XGBoost
730034,541,45.083333333333336,22.19524246046409,0.49231591409532177,Baja,0.9707516727731037,C,NUTRICION,(FRESUBIN ORIGINAL SOLUCIÓN ORAL 1KCAL/1ML (1000KCAL/1000ML)) ALIMENTO LÍQUIDO ,FRESENIUS,CURZ VERDE,Media móvil
707121,541,45.083333333333336,27.516799276519105,0.6103541429172444,Media,0.971020329519169,C,MEDICAMENTOS,CIPROFLOXACINO 500MG TABLETA,,,XGBoost
P039701,537,44.75,18.096333129318566,0.4043873324987389,Baja,0.9712869998937291,C,MEDICAMENTOS,"POTASIO FOSFATO DIBASICO/MONOBASICO SOLUCIÓN INYECTABLE 3,8MEQ/2,6MM/1ML (38MEQ",,,XGBoost
701429,536,44.666666666666664,37.34685902171532,0.8361237094413878,Media,0.9715531736754129,C,DISPOSITIVOS MEDICO,SEDA 2-0 623H (KS)75CM  ,,,Media móvil
A034011,533,44.416666666666664,23.952446575865626,0.5392670898881567,Media,0.9718178576784681,C,MEDICAMENTOS,AZATIOPRINA 50MG TABLETA,,,XGBoost
705505,529,44.083333333333336,35.23288322868369,0.7992336460192897,Media,0.9720805553100179,C,DISPOSITIVOS MEDICO,GASA ESTERIL 7.5 X 7.5 ,,,XGBoost
19973360,523,43.583333333333336,17.037169703772733,0.39091020352824624,Baja,0.9723402733843103,C,MEDICAMENTOS,DOBUTAMINA 250MG/20ML SOL. INYECTABLE,,,Media móvil
702417,516,43.0,9.175065023301915,0.2133736051930678,Baja,0.9725965153084686,C,DISPOSITIVOS MEDICO,HUMIDIFICADOR 3PSI,,,XGBoost
700307,510,42.5,41.07531884455455,0.9664780904601071,Media,0.9728497776753693,C,MEDICAMENTOS,PREPARADO MAGISTRAL DE OMEPRAZOL ENTERAL 20 MG/10 ML,SAN JORGE,,Regresión Lineal
N0000018,502,41.833333333333336,125.348121306829,2.9963694336293782,Alta,0.9730990672992598,C,MEDICAMENTOS,NITAZOXANIDA TABLETA 500MG,,,XGBoost
M026721,501,41.75,24.011834203537678,0.575133753378148,Media,0.973347860330274,C,MEDICAMENTOS,MEROPENEM POLVO LIOFILIZADO 500MG,,,XGBoost
700980,496,41.333333333333336,58.5511949002104,1.416561166940574,Alta,0.9735941703969069,C,NUTRICION,(PEPTAMEN PREBIO SOL. ORAL 1KCAL/1ML (250KCAL/250ML)) ALIMENTO LIQUIDO CON PROTE,BAXTER,ALLERS,XGBoost
C008142,496,41.333333333333336,44.072942293704905,1.0662808619444735,Alta,0.9738404804635397,C,MEDICAMENTOS,CEFALEXINA 500MG CAPSULA ,,,Media móvil
I017471,493,41.083333333333336,8.68078686560502,0.2112970433818666,Baja,0.9740853007515436,C,MEDICAMENTOS,IPRATROPIO BROMURO SUSPENSIÓN PARA INHALACIÓN 20MCG//1PUFF/200PUFF,,,XGBoost
M013721,491,40.916666666666664,14.761487565672883,0.36076955353986684,Baja,0.9743291278537951,C,MEDICAMENTOS,METILPREDNISOLONA SUCCINATO 500MG POLVO LIOFILIZADO ,,,XGBoost
713258,487,40.583333333333336,24.201646575588548,0.5963444741418122,Media,0.9745709685845415,C,CONTROLADOS,"ALPRAZOLAM TABLETA 0,50 MG ",,,XGBoost
703789,482,40.166666666666664,33.854859550019036,0.8428595738593951,Media,0.9748103263509065,C,MEDICAMENTOS,RISPERIDONA 1 MG TABLETA ,,,Media móvil
704252,481,40.083333333333336,18.352400553077683,0.45785614685432885,Baja,0.9750491875243952,C,MEDICAMENTOS,CASPOFUNGINA 50MG POLVO LIOFILIZADO ,COBO MEDICAL,EVEDISA,Media móvil
710703,481,40.083333333333336,39.227676531507775,0.9786530527611087,Media,0.9752880486978838,C,MEDICAMENTOS,HIDROXICARBAMIDA CÁPSULA 500MG,SOLINSA,EVEDISA,Regresión Lineal
700948,480,40.0,35.74149612781404,0.8935374031953509,Media,0.9755264132784962,C,MEDICAMENTOS,MEDROXIPROGESTERONA ACETATO SUSPENSIÓN INYECTABLE 50MG/ML (150MG/3ML),COBO MEDICAL,SOLINSA,Regresión Lineal
D010701,469,39.083333333333336,21.99362855396301,0.5627367647069427,Media,0.9757593153374696,C,MEDICAMENTOS,DEXTROSA 5% EN SOL. SALINA 0.9% 500 ML,,,XGBoost
C035251,467,38.916666666666664,28.84585469930356,0.7412211057636889,Media,0.9759912242106904,C,MEDICAMENTOS,COLESTIRAMINA 4G POLVO PARA SOLUCIÓN ORAL,,,Media móvil
708786,463,38.583333333333336,11.90460822411628,0.30854276174815415,Baja,0.9762211467124062,C,DISPOSITIVOS MEDICO,SENSOR NEONATAL PULSOXIMETRO,,,XGBoost
730038,458,38.166666666666664,24.078784827891102,0.6308851919971468,Media,0.9764485862497405,C,NUTRICION,"SURVIMED OPD SOLUCIÓN ORAL 1,33KCAL/1ML (665KCAL/500ML)) ALIMENTO LIQUIDO OLIG",FRESENIUS,CURZ VERDE,Media móvil
706682,453,37.75,38.69960065567978,1.025154984256418,Alta,0.9766735428226935,C,MEDICAMENTOS,QUETIAPINA TABLETA 100MG,,,XGBoost
702054,451,37.583333333333336,16.881718640068144,0.44918098377121446,Baja,0.9768975062098939,C,DISPOSITIVOS MEDICO,SONDA NELATON # 12 ,,,Regresión Lineal
716842,448,37.333333333333336,48.29141337816285,1.2935200012007906,Alta,0.9771199798184655,C,MEDICAMENTOS,TERLIPRESINA ACETATO 1MG,JC,SOLINSA,XGBoost
C031321,439,36.583333333333336,17.665880485651805,0.48289422739822696,Baja,0.9773379840911506,C,MEDICAMENTOS,CLOTRIMAZOL CREMA TÓPICA 1% ,,,XGBoost
C003101,437,36.416666666666664,26.88513727062977,0.7382646390104285,Media,0.9775549951780832,C,MEDICAMENTOS,"CALCITRIOL 0,25MCG CÁPSULA ",,,XGBoost
700631,430,35.833333333333336,52.67021468678019,1.469866456375261,Alta,0.9777685301148819,C,MEDICAMENTOS,"OCTREOTIDE SOLUCIÓN INYECTABLE 0,1MG/1ML",JC,SOLINSA,XGBoost
157471,430,35.833333333333336,52.67021468678019,1.469866456375261,Alta,0.9779820650516804,C,MEDICAMENTOS,OCTEOTRIDE ACETATO SOLUCIÓN INYECTABLE 20MG,,,XGBoost
730189,429,35.75,123.84163274117473,3.464101615137755,Alta,0.9781951033956028,C,DISPOSITIVOS MEDICO,APOSITO PERIFERICO IV3000 7X9CM (TEGADERM PERIFERICO),,,XGBoost
701452,427,35.583333333333336,14.323904580254728,0.40254532778233426,Baja,0.9784071485537725,C,MEDICAMENTOS,NITROGLICERINA SOLUCIÓN INYECTABLE 50MG/250ML,JC,DAGO,XGBoost
D0000011,425,35.416666666666664,31.213220780867065,0.8813144691068349,Media,0.9786182005261899,C,MEDICAMENTOS,DILTIAZEM 60MG TABLETA ,,,XGBoost
