producto_id,nombre_producto,categoria,proveedor_principal,proveedor_alterno,categoria_abc,variabilidad,metodo_pronostico,demanda_promedio_mensual_pronosticada,lead_time_semanas,lead_time_meses,stock_seguridad,punto_reorden,inventario_actual,eoq,limite_presupuesto_unidades,cantidad_sugerida_pedido,costo_unitario,costo_estimado_pedido,valor_inventario_actual,fecha_estimada_pedido,dias_para_pedido,ordenar
700944,METILPREDNISOLONA SUCCINATO 40MG/ML SOL. INYECTABLE,MEDICAMENTOS,SOLINSA,CRUZ VERDE,C,Alta,XGBoost,0.8,1.7,0.39,0.2,0.52,12.0,,0.0,0.0,4448.0,0.0,53376.0,2023-08-13,439.0,NO
700948,MEDROXIPROGESTERONA ACETATO SUSPENSIÓN INYECTABLE 50MG/ML (150MG/3ML),MEDICAMENTOS,COBO MEDICAL,SOLINSA,C,Media,Regresión Lineal,36.23,0.7,0.16,16.41,22.36,0.0,,,22.36,0.0,0.0,0.0,2022-06-01,0.0,SI
700949,METILPREDNISOLONA ACETATO 40MG/ML SUSPENSION INYECTABLE,MEDICAMENTOS,COBO MEDICAL,SOLINSA,C,Alta,Regresión Lineal,0.0,0.7,0.16,0.0,0.0,5.0,,0.0,0.0,8904.5,0.0,44522.5,,,NO
700964,"ENSURE PLUS HN SOLUCIÓN ORAL 1,5KCAL/1ML (355,5KCAL/237ML) ALIMENTO DE USO ESPEC",NUTRICION,,,B,Media,XGBoost,68.22,1.0,0.23,6.21,21.91,16.0,,0.0,0.0,6918.0,0.0,110688.0,2022-06-01,0.0,SI
700966,JEVITY SOLUCIÓN ORAL 1KCAL/1ML (1500KCAL/1500ML)) ALIMENTO PARA PROPÓSITOS MÉD,NUTRICION,ABBOTT,COBO,C,Media,Regresión Lineal,31.65,0.7,0.16,4.12,9.32,10.0,,0.0,0.0,36939.0,0.0,369390.0,2022-06-01,1.0,NO
700967,"ENSURE PLUS HN SOLUCIÓN ORAL 1,5KCAL/1ML (1500KCAL/1000ML) ALIMENTO DE USO ESPEC",NUTRICION,ABBOTT,COBO,C,Alta,XGBoost,16.01,0.7,0.16,3.52,6.15,5.0,,0.0,0.0,24829.0,0.0,124145.0,2022-06-01,0.0,SI
700968,"ENSURE SOLUCIÓN ORAL 1,05KCAL/1ML (248,9KCAL/237ML) ALIMENTO LIQUIDO CON PROTEÍN",NUTRICION,ABBOTT,COBO,C,Media,Regresión Lineal,155.1,0.7,0.16,26.59,52.09,29.0,,0.0,0.0,6844.0,0.0,198476.0,2022-06-01,0.0,SI
700971,"(OSMOLITE HN PLUS SOLUCIÓN ORAL 1,2KCAL/1ML (1800KCAL/1500ML)) ALIMENTO PARA PR",NUTRICION,ABBOTT,COBO,C,Media,Media móvil,20.78,0.7,0.16,2.0,5.42,5.0,,0.0,0.0,41134.0,0.0,205670.0,2022-06-01,0.0,SI
700974,GLUCERNA SOLUCIÓN ORAL 1KCAL/1ML (1500KCAL/1500ML)) ALIMENTO LÍQUIDO PARA PROP,NUTRICION,ABBOTT,COBO,C,Media,XGBoost,23.77,0.7,0.16,2.8,6.71,14.0,,0.0,0.0,47523.0,0.0,665322.0,2022-06-10,9.0,NO
700975,(NUTREN SOLUCIÓN ORAL 1KCAL/1ML (250KCAL/250ML)) ALIMENTO LÍQUIDO PARA USOS NUT,NUTRICION,BAXTER,ALLERS,B,Media,Regresión Lineal,273.32,0.7,0.16,109.88,154.81,65.0,,0.0,0.0,8071.0,0.0,524615.0,2022-06-01,0.0,SI
700980,(PEPTAMEN PREBIO SOL. ORAL 1KCAL/1ML (250KCAL/250ML)) ALIMENTO LIQUIDO CON PROTE,NUTRICION,BAXTER,ALLERS,C,Alta,XGBoost,53.92,0.7,0.16,7.94,16.81,49.0,,0.0,0.0,31146.0,0.0,1526154.0,2022-06-19,18.0,NO
700997,SODIO BICARBONATO POLVO SOL. ORAL x 2.8 GRAMOS,MEDICAMENTOS,,,C,Alta,Regresión Lineal,0.34,1.0,0.23,0.06,0.14,1.0,,0.0,0.0,1619.0,0.0,1619.0,2022-08-16,76.0,NO
701003,BUDESONIDA 100 MCG/PUFF x 200 PUFF,MEDICAMENTOS,CRUZ VERDE,SOLINSA,C,Alta,XGBoost,0.19,1.4,0.33,0.09,0.16,,,,,,,,,,NO
701035,"BETAMETILDIGOXINA TABLETA 0,1MG",MEDICAMENTOS,,,C,Alta,XGBoost,8.4,1.0,0.23,1.28,3.21,19.0,,1.0,0.0,331.0,0.0,6289.0,2022-07-28,57.0,NO
701079,PREDNISONA TABLETA 50MG,MEDICAMENTOS,,,B,Baja,Regresión Lineal,182.97,1.0,0.23,45.41,87.52,162.0,,1.0,0.0,543.0,0.0,87966.0,2022-06-13,12.0,NO
701175,PROPAFENONA TABLETA 150MG,MEDICAMENTOS,,,C,Alta,Media móvil,10.96,1.0,0.23,2.02,4.54,14.0,,2.0,0.0,207.0,0.0,2898.0,2022-06-27,26.0,NO
701210,METIMAZOL TABLETA 5MG,MEDICAMENTOS,,,B,Media,Regresión Lineal,146.21,1.0,0.23,40.49,74.14,33.0,,14.0,14.0,40.0,560.0,1320.0,2022-06-01,0.0,SI
701277,BOLSA NUTRICION ENTERAL 1500 ML,DISPOSITIVOS MEDICO,,,C,Baja,Regresión Lineal,107.52,1.0,0.23,10.71,35.45,34.0,,0.0,0.0,25797.0,0.0,877098.0,2022-06-01,0.0,SI
701278,SET ENTERAL TAPA ROSCA Y PUNZON,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,18.68,1.0,0.23,1.57,5.87,5.0,,0.0,0.0,20984.0,0.0,104920.0,2022-06-01,0.0,SI
701279,EQUIPO CON PUNZON EN CRUZ AMIKA ,DISPOSITIVOS MEDICO,,,A,Baja,Media móvil,530.34,1.0,0.23,8.4,130.46,50.0,,0.0,0.0,19078.0,0.0,953900.0,2022-06-01,0.0,SI
701289,TRANEXAMICO ÁCIDO TABLETA 500MG,MEDICAMENTOS,JC,DAGO,C,Media,Media móvil,1.78,0.6,0.13,0.19,0.42,15.0,,0.0,0.0,2079.0,0.0,31185.0,2023-02-05,250.0,NO
701399,AGUA ESTERIL PARA INYECCION 500ML,MEDICAMENTOS,BAXTER,CRUZ VERDE,B,Baja,Media móvil,305.64,0.7,0.16,7.5,57.75,33.0,,0.0,0.0,1731.0,0.0,57123.0,2022-06-01,0.0,SI
701405,PROLENE 2 0 8423T (CT1)75CM,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,,,,,,,,,,NO
701428,SEDA 2-0 185T (SC26)45CM ,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,13.39,1.0,0.23,5.72,8.8,31.0,,0.0,0.0,2850.33,0.0,88360.33,2022-07-21,50.0,NO
701429,SEDA 2-0 623H (KS)75CM  ,DISPOSITIVOS MEDICO,,,C,Media,Media móvil,49.94,1.0,0.23,3.45,14.94,0.0,,,14.94,0.0,0.0,0.0,2022-06-01,0.0,SI
701442,DEXTROSA 50% EN AGUA DESTILADA 500 ML,MEDICAMENTOS,FRESENIUS,BAXTER,C,Alta,XGBoost,0.87,0.6,0.13,0.02,0.13,0.0,,,0.13,0.0,0.0,0.0,2022-06-01,0.0,SI
701452,NITROGLICERINA SOLUCIÓN INYECTABLE 50MG/250ML,MEDICAMENTOS,JC,DAGO,C,Baja,XGBoost,33.71,0.6,0.13,1.59,6.02,22.0,,0.0,0.0,16982.0,0.0,373604.0,2022-06-15,14.0,NO
701479,"SODIO CLORURO ENEMA RECTAL 2,5G/1000ML",MEDICAMENTOS,,,C,Baja,XGBoost,24.98,1.0,0.23,0.66,6.41,12.0,,0.0,0.0,16344.0,0.0,196128.0,2022-06-07,7.0,NO
701694,DUODERM CGF 20 X 20 CM/8X8,MEDICAMENTOS,,,C,Media,Media móvil,7.75,1.0,0.23,0.89,2.67,5.0,,0.0,0.0,55714.0,0.0,278570.0,2022-06-10,9.0,NO
701715,DUODERM ET 10X10/4X4   ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,3.17,1.0,0.23,0.27,1.0,8.0,,0.0,0.0,12085.0,0.0,96680.0,2022-08-07,67.0,NO
701725,DUODERM GEL TBX30GR,MEDICAMENTOS,,,C,Media,Media móvil,2.57,1.0,0.23,0.21,0.8,1.0,,0.0,0.0,38721.0,0.0,38721.0,2022-06-03,2.0,NO
701727,DUODERM PASTA TBX30GR ,MEDICAMENTOS,,,C,Alta,Regresión Lineal,0.0,1.0,0.23,0.0,0.0,,,,,,,,,,NO
701829,SURGICEL 4X8 REF 1952 (10.2CMX20.3CM) ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2022-06-01,0.0,SI
701833,TEGADERM 10CMX12CM REF 1626W ,MEDICAMENTOS,,,C,Alta,XGBoost,3.85,1.0,0.23,0.69,1.58,0.0,,,1.58,0.0,0.0,0.0,2022-06-01,0.0,SI
701835,TEGADERM 6CMX7CM REF 1624W X100 ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,7.57,1.0,0.23,1.14,2.88,0.0,,,2.88,0.0,0.0,0.0,2022-06-01,0.0,SI
701841,ALGODON LAMINADO 4X5,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,1.0,1.0,0.23,0.38,0.61,1.0,,1.0,0.0,482.0,0.0,482.0,2022-06-12,12.0,NO
701842,ALGODON LAMINADO 5X5,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.69,1.0,0.23,0.12,0.28,12.0,,0.0,0.0,1010.0,0.0,12120.0,2023-10-28,515.0,NO
701843,ALGODON LAMINADO 6X5,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,10.57,1.0,0.23,1.35,3.79,4.0,,0.0,0.0,892.0,0.0,3568.0,2022-06-01,1.0,NO
701847,BACTIGRAS 10X10 ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,24.71,1.0,0.23,2.12,7.81,8.0,,0.0,0.0,5945.0,0.0,47560.0,2022-06-01,0.0,NO
701848,BACTIGRAS 15X20 ,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,63.49,1.0,0.23,1.43,16.04,9.0,,0.0,0.0,9824.0,0.0,88416.0,2022-06-01,0.0,SI
701849,BACTIGRAS 5X5 ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,2.24,1.0,0.23,1.17,1.69,0.0,,,1.69,0.0,0.0,0.0,2022-06-01,0.0,SI
701853,VENDA SEMIELASTICA 3X4.1,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,12.79,1.0,0.23,2.35,5.3,0.0,,,5.3,0.0,0.0,0.0,2022-06-01,0.0,SI
701854,VENDA SEMIELASTICA 4X4.1    ,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,15.41,1.0,0.23,2.74,6.29,0.0,,,6.29,0.0,0.0,0.0,2022-06-01,0.0,SI
701855,VENDA SEMIELASTICA 6X4.1  ,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,49.9,1.0,0.23,11.21,22.7,0.0,,,22.7,0.0,0.0,0.0,2022-06-01,0.0,SI
701863,VENDA ELASTICA 4X5  ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,2.04,1.0,0.23,0.07,0.54,19.0,,0.0,0.0,2290.0,0.0,43510.0,2023-03-03,275.0,NO
701864,VENDA ELASTICA 5X5 ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,7.91,1.0,0.23,1.85,3.67,20.0,,0.0,0.0,1470.0,0.0,29400.0,2022-08-02,63.0,NO
701865,VENDA ELASTICA 6X5,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,84.08,1.0,0.23,5.79,25.14,19.0,,0.0,0.0,2845.0,0.0,54055.0,2022-06-01,0.0,SI
701866,VENDA ELASTICA 3X5 ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2022-06-01,0.0,SI
701930,PRESTOBARBA    ,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,52.14,1.0,0.23,0.9,12.9,29.0,,0.0,0.0,2941.0,0.0,85289.0,2022-06-10,9.0,NO
701942,BATA T/XL (BATA PACIENTE),DISPOSITIVOS MEDICO,,,C,Media,XGBoost,22.14,1.0,0.23,3.72,8.81,0.0,,,8.81,0.0,0.0,0.0,2022-06-01,0.0,SI
701943,BATON QUIRURGICO,DISPOSITIVOS MEDICO,,,B,Media,XGBoost,104.08,1.0,0.23,25.95,49.91,16.0,,0.0,0.0,1276.5,0.0,20424.0,2022-06-01,0.0,SI
701954,BARRERA STOMAHESIVE 45 50MM,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.83,1.0,0.23,0.04,0.23,3.0,,0.0,0.0,13979.0,0.0,41937.0,2022-09-10,102.0,NO
701961,CATETER TROCAR RECTO 10FR (TUBO TORAX),DISPOSITIVOS MEDICO,,,C,Media,XGBoost,11.44,1.0,0.23,1.24,3.87,4.0,,0.0,0.0,19515.0,0.0,78060.0,2022-06-01,0.0,NO
701962,CATETER TROCAR RECTO 20FR,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.0,1.0,0.23,0.0,0.0,2.0,,0.0,0.0,5800.0,0.0,11600.0,,,NO
701964,CATETER TROCAR RECTO 28FR ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,1.11,1.0,0.23,0.12,0.38,1.0,,0.0,0.0,5672.0,0.0,5672.0,2022-06-18,17.0,NO
701965,CATETER TROCAR RECTO 32FR,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.53,1.0,0.23,0.05,0.17,1.0,,0.0,0.0,8933.0,0.0,8933.0,2022-07-18,47.0,NO
701966,CATETER TROCAR RECTO 36FR,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.2,1.0,0.23,0.07,0.12,1.0,,0.0,0.0,6759.0,0.0,6759.0,2022-10-11,132.0,NO
701977,VENDA YESO 4X5  ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.15,1.0,0.23,0.02,0.06,0.0,,,0.06,0.0,0.0,0.0,2022-06-01,0.0,SI
701978,VENDA YESO 5X5    ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.92,1.0,0.23,0.17,0.38,2.0,,0.0,0.0,5807.0,0.0,11614.0,2022-07-24,54.0,NO
701979,VENDA YESO 6X5 ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.24,1.0,0.23,0.09,0.15,0.0,,,0.15,0.0,0.0,0.0,2022-06-01,0.0,SI
701996,SUNITINIB 50 MG CAPSULA,MEDICAMENTOS,,,C,Alta,XGBoost,4.55,1.0,0.23,1.77,2.82,1.0,,0.0,0.0,253095.0,0.0,253095.0,2022-06-01,0.0,SI
702017,SONDA ENTERAL 6FR (ALIMENTACION)  ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,1.0,,0.0,0.0,75000.0,0.0,75000.0,,,NO
702019,SONDA ENTERAL 12FR X 43 (ALIMENTACION)   ,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,77.43,1.0,0.23,3.42,21.24,11.0,,0.0,0.0,75000.0,0.0,825000.0,2022-06-01,0.0,SI
702020,SONDA FOLEY 2 VÍAS 16FRX5CM    ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,5.14,1.0,0.23,2.0,3.18,0.0,,,3.18,0.0,0.0,0.0,2022-06-01,0.0,SI
702021,SONDA FOLEY 2 VIAS 16FRX30CM   ,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,24.55,1.0,0.23,3.91,9.57,13.0,,0.0,0.0,1781.0,0.0,23153.0,2022-06-05,4.0,NO
702022,SONDA FOLEY 2 VÍAS 18FRX5CM ,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,9.09,1.0,0.23,0.58,2.67,16.0,,0.0,0.0,1869.0,0.0,29904.0,2022-07-15,45.0,NO
702023,SONDA FOLEY 2 VÍAS 18FRX30CM    ,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,22.63,1.0,0.23,3.08,8.28,0.0,,,8.28,0.0,0.0,0.0,2022-06-01,0.0,SI
702024,SONDA FOLEY 2 VIAS 14FRX5CM,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,1.53,1.0,0.23,0.22,0.57,1.0,,0.0,0.0,1623.0,0.0,1623.0,2022-06-09,9.0,NO
702025,SONDA FOLEY 2 VÍAS 12FRX5CM,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.69,1.0,0.23,0.12,0.28,3.0,,0.0,0.0,1178.0,0.0,3534.0,2022-09-28,119.0,NO
702028,SONDA FOLEY 2 VÍAS 24FRX5CM    ,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.0,1.0,0.23,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2022-06-01,0.0,SI
702029,SONDA FOLEY 2 VÍAS 24FRX5CM-30CM    ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.85,1.0,0.23,0.11,0.3,0.0,,,0.3,0.0,0.0,0.0,2022-06-01,0.0,SI
702031,SONDA FOLEY 2 VÍAS 22FRX30CM    ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,2.09,1.0,0.23,0.68,1.16,2.0,,0.0,0.0,2535.0,0.0,5070.0,2022-06-13,12.0,NO
702032,SONDA FOLEY 2 VÍAS 20FRX15CM    ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,2.03,1.0,0.23,1.1,1.57,0.0,,,1.57,0.0,0.0,0.0,2022-06-01,0.0,SI
702033,SONDA FOLEY 2 VÍAS 20FRX30CM   ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,2.97,1.0,0.23,0.38,1.06,7.0,,0.0,0.0,1998.0,0.0,13986.0,2022-07-31,61.0,NO
702035,SONDA FOLEY 3 VÍAS 20FRX30CM       ,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,0.89,1.0,0.23,0.12,0.33,0.0,,,0.33,0.0,0.0,0.0,2022-06-01,0.0,SI
702037,SONDA FOLEY 3 VÍAS 22FRX30CM     ,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,1.15,1.0,0.23,0.11,0.37,0.0,,,0.37,0.0,0.0,0.0,2022-06-01,0.0,SI
702039,SONDA FOLEY 3 VÍAS 24FRX30CM    ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,1.92,1.0,0.23,0.29,0.73,,,,,,,,,,NO
702040,SONDA NASOGASTRICA # 6 ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,0.81,1.0,0.23,0.1,0.28,8.0,,1.0,0.0,423.0,0.0,3384.0,2023-03-19,291.0,NO
702041,SONDA NASOGASTRICA # 8,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,1.55,1.0,0.23,0.08,0.44,1.0,,1.0,0.0,458.0,0.0,458.0,2022-06-12,11.0,NO
702043,SONDA NASOGASTRICA # 12,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.0,1.0,0.23,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,2022-06-01,0.0,SI
702044,SONDA NASOGASTRICA # 14,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,3.39,1.0,0.23,0.17,0.95,2.0,,0.0,0.0,773.0,0.0,1546.0,2022-06-10,9.0,NO
702045,SONDA NASOGASTRICA # 16   ,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,21.65,1.0,0.23,1.68,6.66,7.0,,0.0,0.0,795.0,0.0,5565.0,2022-06-01,0.0,NO
702046,SONDA NASOGASTRICA # 18 ,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,5.5,1.0,0.23,0.23,1.5,5.0,,0.0,0.0,1050.0,0.0,5250.0,2022-06-20,19.0,NO
702047,SONDA NASOGASTRICA # 20,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,0.45,1.0,0.23,0.08,0.19,2.0,,0.0,0.0,855.0,0.0,1710.0,2022-09-30,122.0,NO
702050,SONDA NELATON # 6 ,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,166.31,1.0,0.23,14.07,52.35,55.0,,1.0,0.0,388.0,0.0,21340.0,2022-06-01,0.0,NO
702051,SONDA NELATON # 8,DISPOSITIVOS MEDICO,,,B,Media,XGBoost,77.04,1.0,0.23,2.94,20.67,76.0,,1.0,0.0,350.0,0.0,26600.0,2022-06-22,22.0,NO
702052,SONDA NELATON # 10   ,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,21.36,1.0,0.23,3.12,8.04,3.0,,1.0,1.0,382.0,382.0,1146.0,2022-06-01,0.0,SI
702054,SONDA NELATON # 12 ,DISPOSITIVOS MEDICO,,,C,Baja,Regresión Lineal,45.86,1.0,0.23,17.12,27.67,6.0,,1.0,1.0,357.0,357.0,2142.0,2022-06-01,0.0,SI
702055,SONDA NELATON # 14   ,DISPOSITIVOS MEDICO,,,B,Baja,Regresión Lineal,97.9,1.0,0.23,23.31,45.85,40.0,,1.0,1.0,372.0,372.0,14880.0,2022-06-01,0.0,SI
702056,SONDA NELATON # 16 ,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,15.23,1.0,0.23,2.18,5.68,1.0,,1.0,1.0,413.0,413.0,413.0,2022-06-01,0.0,SI
702057,SONDA NELATON # 18,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,4.1,1.0,0.23,1.44,2.38,0.0,,,2.38,0.0,0.0,0.0,2022-06-01,0.0,SI
702058,SONDA NELATON # 20 ,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.34,1.0,0.23,0.06,0.14,10.0,,1.0,0.0,355.0,0.0,3550.0,2024-10-22,874.0,NO
702060,S/SUCCION  6 1129,DISPOSITIVOS MEDICO,,,C,Media,Media móvil,26.7,1.0,0.23,0.91,7.06,7.0,,0.0,0.0,955.0,0.0,6685.0,2022-06-01,0.0,SI
702061,SONDA SUCCION # 8   ,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,44.65,1.0,0.23,13.24,23.51,35.0,,0.0,0.0,630.0,0.0,22050.0,2022-06-08,8.0,NO
702062,S/SUCCION 10  ,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,1.05,1.0,0.23,0.15,0.39,17.0,,0.0,0.0,686.0,0.0,11662.0,2023-09-25,482.0,NO
702063,SONDA SUCCION # 12,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,26.3,1.0,0.23,4.61,10.67,12.0,,0.0,0.0,650.0,0.0,7800.0,2022-06-02,2.0,NO
702064,SONDA SUCCION # 14  ,DISPOSITIVOS MEDICO,,,A,Baja,Media móvil,1320.92,1.0,0.23,22.12,326.13,206.0,,0.0,0.0,629.0,0.0,129574.0,2022-06-01,0.0,SI
702065,SONDA SUCCION # 16,DISPOSITIVOS MEDICO,,,B,Baja,XGBoost,426.28,1.0,0.23,29.21,127.31,84.0,,0.0,0.0,651.0,0.0,54684.0,2022-06-01,0.0,SI
702069,S/TRACH-CARE 6FR S/CERRADO -196-4,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,4.63,1.0,0.23,0.55,1.61,3.0,,0.0,0.0,58181.0,0.0,174543.0,2022-06-10,9.0,NO
702070,S/TRACH-CARE 8FR S/CERRADO- 198-4,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,5.7,1.0,0.23,0.78,2.09,4.0,,0.0,0.0,59333.0,0.0,237332.0,2022-06-11,10.0,NO
702074,S/TRACH-CARE 14FR S/CERRADO/LARGA 22106,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,88.94,1.0,0.23,0.29,20.76,18.0,,0.0,0.0,59131.0,0.0,1064358.0,2022-06-01,0.0,SI
702075,S/TRACH-CARE 16FR S/CERRADO/22606,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,84.08,1.0,0.23,3.44,22.79,28.0,,0.0,0.0,59853.0,0.0,1675884.0,2022-06-02,2.0,NO
702077,BRAZALETE NEO/1,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,1.07,1.0,0.23,0.29,0.54,7.0,,0.0,0.0,19811.0,0.0,138677.0,2022-12-01,184.0,NO
702078,BRAZALETE NEO/2,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,4.9,1.0,0.23,0.04,1.17,5.0,,0.0,0.0,20900.0,0.0,104500.0,2022-06-24,24.0,NO
702079,BRAZALETE NEO/3,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,19.47,1.0,0.23,0.77,5.25,10.0,,0.0,0.0,21089.0,0.0,210890.0,2022-06-08,7.0,NO
702080,BRAZALETE NEO/4,DISPOSITIVOS MEDICO,,,C,Baja,Media móvil,4.74,1.0,0.23,0.15,1.24,6.0,,0.0,0.0,19983.0,0.0,119898.0,2022-07-01,31.0,NO
702085,CANULA NASAL OXIGENO NEONATAL,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,2.54,1.0,0.23,0.11,0.69,2.0,,0.0,0.0,2086.0,0.0,4172.0,2022-06-16,16.0,NO
702088,CANULA NASAL OXIGENO PEDIATRICA,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,1.15,1.0,0.23,0.11,0.37,3.0,,0.0,0.0,783.0,0.0,2349.0,2022-08-09,70.0,NO
702089,CATETER UMBILICAL 3.5 FR,DISPOSITIVOS MEDICO,,,C,Media,XGBoost,6.71,1.0,0.23,0.74,2.28,11.0,,0.0,0.0,4715.0,0.0,51865.0,2022-07-10,40.0,NO
702090,CATETER UMBILICAL 5.0FR,DISPOSITIVOS MEDICO,,,C,Baja,XGBoost,10.26,1.0,0.23,0.4,2.77,14.0,,0.0,0.0,4740.0,0.0,66360.0,2022-07-04,33.0,NO
702145,AGUJA 18X1.5,DISPOSITIVOS MEDICO,,,A,Baja,Media móvil,4169.34,1.0,0.23,41.71,1001.29,329.01,,9.0,9.0,62.0,558.0,20398.62,2022-06-01,0.0,SI
702148,AGUJA 21GA X1 ,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.98,1.0,0.23,0.38,0.61,0.0,,,0.61,0.0,0.0,0.0,2022-06-01,0.0,SI
702151,AGUJA 23X1,DISPOSITIVOS MEDICO,,,C,Media,Media móvil,5.74,1.0,0.23,0.15,1.47,23.0,,7.0,0.0,76.0,0.0,1748.0,2022-09-23,114.0,NO
702153,AGUJA 25GA X1,DISPOSITIVOS MEDICO,,,C,Alta,Regresión Lineal,0.92,1.0,0.23,0.17,0.38,,,,,,,,,,NO
702154,AGUJA 26GA X1/2 0,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,8.0,1.0,0.23,1.29,3.13,0.0,,,3.13,0.0,0.0,0.0,2022-06-01,0.0,SI
702197,CATETER V/CT 16GX20CM/CV-04301-01CV50016,DISPOSITIVOS MEDICO,,,C,Media,Regresión Lineal,0.2,1.0,0.23,0.08,0.12,3.0,,0.0,0.0,65340.0,0.0,196020.0,2023-08-20,446.0,NO
702204,INTRODUCTOR 7.0FR/SI-09700 ARROW,DISPOSITIVOS MEDICO,,,C,Media,Media móvil,1.08,1.0,0.23,0.17,0.42,1.0,,0.0,0.0,111994.0,0.0,111994.0,2022-06-17,16.0,NO
702207,JELCO 14G X 2-1/4 ,DISPOSITIVOS MEDICO,,,C,Alta,Media móvil,0.0,1.0,0.23,0.0,0.0,,,,,,,,,,NO
702208,JELCO 16G X 2-1/4 LARGO,DISPOSITIVOS MEDICO,,,C,Alta,XGBoost,1.95,1.0,0.23,0.18,0.63,0.0,,,0.63,0.0,0.0,0.0,2022-06-01,0.0,SI
